place_name,text,sentiment,key_phrases
Vinitus,"i cannot and do not find a negative. impeccable service, amazing food quality, super honest prices.","[{'label': 'positive', 'score': 0.93881315}, {'label': 'neutral', 'score': 0.04338953}, {'label': 'negative', 'score': 0.017797353}]","['food quality', 'super honest prices']"
Vinitus,a great restaurant to taste spanish food! the waiting queue is worthy. 100 recommended! food,"[{'label': 'positive', 'score': 0.98999643}, {'label': 'neutral', 'score': 0.00744853}, {'label': 'negative', 'score': 0.002555027}]",['waiting queue']
Vinitus,"although reservations are not accepted and there may be a line to get in, the wait is worth it. everything excellent","[{'label': 'positive', 'score': 0.75056505}, {'label': 'neutral', 'score': 0.19010472}, {'label': 'negative', 'score': 0.05933022}]",['reservations']
Vinitus,"the food, service, and ambience here is so good we came back twice during our stay in barcelona, once for lunch and once for dinner. the food is cooked perfectly. the grilled razor clams and squid were noticeably more tender than the ones we had at mercado de la boqueria.","[{'label': 'positive', 'score': 0.9841442}, {'label': 'neutral', 'score': 0.012380085}, {'label': 'negative', 'score': 0.0034756735}]",['grilled razor clams']
Vinitus,"excellent service, delicious food and good price,  25 per person and i will repeat.","[{'label': 'positive', 'score': 0.9804114}, {'label': 'neutral', 'score': 0.016188223}, {'label': 'negative', 'score': 0.0034003046}]",[]
Vinitus,a couple of very tasty beers and the montaditos were delicious and at a very good price. very friendly in the service too. truly recommended.,"[{'label': 'positive', 'score': 0.98831046}, {'label': 'neutral', 'score': 0.008309425}, {'label': 'negative', 'score': 0.0033801373}]","['beers', 'montaditos']"
Vinitus,"a restaurant that worth a good rating. the lobster rice is with right amount of moist, seasoning and portion. fried artichokes pairs well with the copa beer, and the torrija is heavenly. lovely service from the staff! will definitely visit again. only waited 20 mins for 2 pax (visited at 1.50pm on a saturday).","[{'label': 'positive', 'score': 0.9817545}, {'label': 'neutral', 'score': 0.014366303}, {'label': 'negative', 'score': 0.0038792384}]","['torrija', 'copa beer', 'fried artichokes', 'lobster rice']"
Vinitus,"aren t i korean? among spanish dishes, honey cod is a must-eat. i went, but it was really salty. the other food was just the same. dont expect much","[{'label': 'neutral', 'score': 0.58868665}, {'label': 'positive', 'score': 0.22324291}, {'label': 'negative', 'score': 0.18807043}]","['honey cod', 'spanish dishes']"
Vinitus,"nice atmosphere, fast service, great food prepared on the spot with prime ingredients. absolutely recommended! food","[{'label': 'positive', 'score': 0.9875493}, {'label': 'neutral', 'score': 0.008830218}, {'label': 'negative', 'score': 0.0036204942}]",[]
Vinitus,"although frequented by many mass tourists, they manage to maintain a friendly, professional environment and good products.","[{'label': 'positive', 'score': 0.82900846}, {'label': 'neutral', 'score': 0.15907143}, {'label': 'negative', 'score': 0.011920162}]",['mass tourists']
Vinitus,"this was the first place we went to eat that was recommended to us by a girl near where we stayed. super super delicious food, extremely friendly waiters!!!! super recommended, really!!! sometimes it happens to us that since we are tourists we are not treated well because they think they will not see us again but in this place, although there were many people in line, we were treated like at home.","[{'label': 'positive', 'score': 0.9701417}, {'label': 'neutral', 'score': 0.02219079}, {'label': 'negative', 'score': 0.007667444}]",[]
Vinitus,too long for a table and once they were served they had to be reminded about the food. also everything is very rich,"[{'label': 'positive', 'score': 0.7148481}, {'label': 'neutral', 'score': 0.2543158}, {'label': 'negative', 'score': 0.030836143}]",[]
Vinitus,"the food and atmosphere a 10!!!! we ate very, very well and at very reasonable prices. it doesnt surprise me that the restaurant is always full and very successful! we will return for sure!!","[{'label': 'positive', 'score': 0.9884051}, {'label': 'neutral', 'score': 0.008032845}, {'label': 'negative', 'score': 0.0035620811}]",[]
Vinitus,"vinitus is the ultimate spot for a top-notch tapas experience! with a diverse selection of delicious small plates, its the perfect place to indulge in spains culinary delights. dont miss out on this amazing dining experience!","[{'label': 'positive', 'score': 0.9865841}, {'label': 'neutral', 'score': 0.011120219}, {'label': 'negative', 'score': 0.0022956808}]",['spains culinary']
Vinitus,"someone who has tatoos at his arm, was very kind. he was the most kind person to me. food was delicious. moods waa perfect. everything was perfect. price was reasonable at barcelona where is crowded by foreigners","[{'label': 'positive', 'score': 0.97157717}, {'label': 'neutral', 'score': 0.020889666}, {'label': 'negative', 'score': 0.0075331843}]",['price']
Vinitus,"this tapas shop is located on a street close to passeig de gracia. i think its a chain of other famous tapas restaurants. its a hit! the mate shellfish, patata bravas, and fried seafood are all delicious and suitable to start with. the foie gras and sirloin pintxos are rich and a bit pricey, but well worth it. the mini hamburgers are also delicious. for dessert, i had three different textures of chocolate, which were very delicious. it looks beautiful and the quality is satisfactory.","[{'label': 'positive', 'score': 0.9675818}, {'label': 'neutral', 'score': 0.029595459}, {'label': 'negative', 'score': 0.002822736}]","['tapas restaurants', 'mate shellfish', 'mini hamburgers', 'fried seafood', 'sirloin pintxos', 'chocolate', 'tapas shop', 'foie gras', 'patata bravas']"
Vinitus,"amazing flare, great service! food was delicious!","[{'label': 'positive', 'score': 0.9871802}, {'label': 'neutral', 'score': 0.0078051654}, {'label': 'negative', 'score': 0.005014629}]",[]
Vinitus,"its very unfriendly and the atmosphere is messy. its not that it doesnt taste good, but its definitely not a place where youll have to endure the long lines, prices, and service. its not because im busy, its a time when there arent many people around, but im having a good time with my co-workers and im showing a lot of dislike when taking orders. the honey cod is not that good, so go somewhere else.","[{'label': 'negative', 'score': 0.9035866}, {'label': 'neutral', 'score': 0.08538961}, {'label': 'positive', 'score': 0.011023764}]",['honey cod']
Vinitus,i like the lively atmosphere.,"[{'label': 'positive', 'score': 0.9546838}, {'label': 'neutral', 'score': 0.04142533}, {'label': 'negative', 'score': 0.00389081}]",[]
Vinitus,delicious tapas at a good price,"[{'label': 'positive', 'score': 0.97425544}, {'label': 'neutral', 'score': 0.022556596}, {'label': 'negative', 'score': 0.0031880129}]",['tapas']
Vinitus,"the food is great, the servers are great, everything is perfect.","[{'label': 'positive', 'score': 0.98108727}, {'label': 'neutral', 'score': 0.011981887}, {'label': 'negative', 'score': 0.0069308816}]",['servers']
Vinitus,"impressive, all of us who were there left delighted, we will return another day, the food was very good, the service was impeccable, a ten","[{'label': 'positive', 'score': 0.9862774}, {'label': 'neutral', 'score': 0.008955774}, {'label': 'negative', 'score': 0.004766786}]",[]
Vinitus,"absolut must when you are in barcelona. staff, food, and atmosphere are incredible. sit at the bar and com early, before 7pm on a weekday even earlier on fridays and saturdays. vinitus is very popular.","[{'label': 'positive', 'score': 0.9730631}, {'label': 'neutral', 'score': 0.023632595}, {'label': 'negative', 'score': 0.003304233}]",['vinitus']
Vinitus,food : 5/5 |,"[{'label': 'neutral', 'score': 0.88438517}, {'label': 'positive', 'score': 0.06910658}, {'label': 'negative', 'score': 0.046508253}]",[]
Vinitus,"valeur sure. dommage que lon ne puisse pas reserver car tres bonnes tapas simples mais toujours efficace, bonne maitrise de la cuisson des fruits de mer. recommandations: montadito de gambas y calamar, la tapa de arroz a midi, les chips dartichaut si cest la saison. la tapa de noix de saint jacques et crevettes. un delice. dessert: ganache de chocolat huile dolive et sel. une tuerie.","[{'label': 'neutral', 'score': 0.7948609}, {'label': 'positive', 'score': 0.16060512}, {'label': 'negative', 'score': 0.04453402}]",['dessert']
Vinitus,tres bonne cuisine,"[{'label': 'neutral', 'score': 0.8385761}, {'label': 'positive', 'score': 0.12855624}, {'label': 'negative', 'score': 0.032867685}]",[]
Vinitus,tapas chers et pas terrible. 5 crevettes pour 10 euros. on nous a installe au sous-sol ou c etait sombre.,"[{'label': 'negative', 'score': 0.91950506}, {'label': 'neutral', 'score': 0.07432919}, {'label': 'positive', 'score': 0.0061657485}]",[]
Vinitus,"we received an indication to go to vinitus. getting there, we waited around 30 minutes, but it was worth it. we ordered several types of tapas, all with good presentation and great flavor. the service was also very good. oh, and theres also that delicious dessert, i dont remember the name, but its the first on the menu. we recommend!","[{'label': 'positive', 'score': 0.9817333}, {'label': 'neutral', 'score': 0.015484173}, {'label': 'negative', 'score': 0.0027824687}]","['tapas', 'dessert']"
Vinitus,"extraordinary, delicious and reasonably priced.","[{'label': 'positive', 'score': 0.95760083}, {'label': 'neutral', 'score': 0.03801578}, {'label': 'negative', 'score': 0.0043833735}]",[]
Vinitus,"great pleace to eat tapas, sea foods. good bear and sangria. strongly recommended.","[{'label': 'positive', 'score': 0.9884757}, {'label': 'neutral', 'score': 0.008899051}, {'label': 'negative', 'score': 0.002625294}]","['tapas', 'sea foods', 'sangria']"
Vinitus,"i went because it was famous for honey cod. the cod was really delicious, and i additionally ordered octopus dish and grilled shrimp skewers, but i liked the octopus better when i ate it at another restaurant the day before. the restaurant was very spacious and comfortable, and the staff were friendly.","[{'label': 'positive', 'score': 0.9787947}, {'label': 'neutral', 'score': 0.018313909}, {'label': 'negative', 'score': 0.0028914358}]","['grilled shrimp skewers', 'honey cod', 'octopus dish']"
Vinitus,they are not kind and fair for the table reservation. meals are not delicious... totally rude,"[{'label': 'negative', 'score': 0.9325474}, {'label': 'neutral', 'score': 0.060221814}, {'label': 'positive', 'score': 0.0072307778}]",['table reservation']
Vinitus,"nice selection of tapas, and fun sitting at the bar to see them prep the food.","[{'label': 'positive', 'score': 0.9710027}, {'label': 'neutral', 'score': 0.025468502}, {'label': 'negative', 'score': 0.0035287556}]",['tapas']
Vinitus,very good value for money considering the good location.,"[{'label': 'positive', 'score': 0.9477108}, {'label': 'neutral', 'score': 0.0473338}, {'label': 'negative', 'score': 0.004955388}]",[]
Vinitus,good value for money,"[{'label': 'positive', 'score': 0.794206}, {'label': 'neutral', 'score': 0.1822161}, {'label': 'negative', 'score': 0.023577899}]",[]
Vinitus,"all the food was delicious, so i tried 7 different types the day before i left barcelona and went back again. i want to try it","[{'label': 'positive', 'score': 0.9763039}, {'label': 'neutral', 'score': 0.02016918}, {'label': 'negative', 'score': 0.003526966}]",[]
Vinitus,excellent place  just come and try,"[{'label': 'positive', 'score': 0.9821962}, {'label': 'neutral', 'score': 0.01454694}, {'label': 'negative', 'score': 0.003256864}]",[]
Vinitus,dietary restrictions: celiacos food,"[{'label': 'neutral', 'score': 0.7551026}, {'label': 'negative', 'score': 0.20937173}, {'label': 'positive', 'score': 0.035525706}]","['celiacos food', 'dietary restrictions']"
Vinitus,"if you are korean, go to vinitus! it really suits the taste of honey cod and the staff are all friendly.","[{'label': 'positive', 'score': 0.9703213}, {'label': 'neutral', 'score': 0.026677962}, {'label': 'negative', 'score': 0.003000781}]",['honey cod']
Vinitus,"it is delicious, always full, cheap, but the quality, plastic table and chair, on the verge of wholesale food.","[{'label': 'positive', 'score': 0.9126574}, {'label': 'neutral', 'score': 0.06375221}, {'label': 'negative', 'score': 0.023590479}]",['wholesale food']
Vinitus,"the freshest tapas place in town, all seafood was served perfect! would love to recommend friends to come.","[{'label': 'positive', 'score': 0.9890057}, {'label': 'neutral', 'score': 0.007821385}, {'label': 'negative', 'score': 0.0031729473}]","['tapas place', 'seafood']"
Vinitus,i understand why there are so many customers. i am satisfied with the food and atmosphere. even service^^,"[{'label': 'positive', 'score': 0.9347104}, {'label': 'neutral', 'score': 0.058693677}, {'label': 'negative', 'score': 0.006595939}]",[]
Vinitus,"our favourite tapas in barcelona. excellent choice of dishes especially seafood, all prepared freshly, great ambience & friendly servers","[{'label': 'positive', 'score': 0.98707646}, {'label': 'neutral', 'score': 0.010332621}, {'label': 'negative', 'score': 0.002590928}]","['tapas', 'friendly servers', 'seafood']"
Vinitus,"very nice local restaurant. i dont know if you can reserve but today, friday night, it was full of people and waiting at the door with names written down until the girl calls you to sit at the table. the truth is that they prepare some dishes in front of you very well. nice decoration.","[{'label': 'positive', 'score': 0.9657192}, {'label': 'neutral', 'score': 0.029576994}, {'label': 'negative', 'score': 0.004703737}]",['local restaurant']
Vinitus,exquisite tapas. for the waiter marc a rating of 10.,"[{'label': 'positive', 'score': 0.9713498}, {'label': 'neutral', 'score': 0.022132711}, {'label': 'negative', 'score': 0.0065175407}]",['waiter marc']
Vinitus,"avoid. normally i do not give 1 star as there is always some quality that is worth more. but this place is horrible in all ways. first, food is totally not worth it. they take the meaning of tapas to extreme that the portion is all size of small appetizer. they have the easy tourist scam of only providing lobster paella which again is waste of money. it does not taste like lobster and the lobster was not fresh. (image) worst part is the service. there are many filipino servers who are good as gossiping and bad at serving. the service totally ruins the whole mood.","[{'label': 'negative', 'score': 0.91183853}, {'label': 'neutral', 'score': 0.07807066}, {'label': 'positive', 'score': 0.010090822}]","['tapas', 'filipino servers', 'tourist scam', 'lobster paella']"
Vinitus,"its really so delicious...!!! honey cod really has a crazy, crazy, crazy taste!!! even after eating to our hearts content with four women, we only ended up paying 140 euros. yaho","[{'label': 'positive', 'score': 0.97613937}, {'label': 'neutral', 'score': 0.018025428}, {'label': 'negative', 'score': 0.0058351345}]",['honey cod']
Vinitus,"the cuisine is good, elaborate tapas and successful dishes but there are a lot of people, a lot of tourists (it must be in the guides) you have to wait in line to get in and it is a very large place, two floors.","[{'label': 'positive', 'score': 0.46057245}, {'label': 'neutral', 'score': 0.41830537}, {'label': 'negative', 'score': 0.12112215}]","['elaborate tapas', 'cuisine']"
Vinitus,"in the meantime, i traveled to lisbon, porto, seville, and ronda and came to barcelona. the most delicious food i had... i sat at the bar and the male staff member, who had years of experience, was very quick and friendly. there seems to be a reason why things are going well...","[{'label': 'positive', 'score': 0.974363}, {'label': 'neutral', 'score': 0.02294431}, {'label': 'negative', 'score': 0.0026926883}]",[]
Vinitus,great restaurant with great cuisine and various excellently made dishes. highlights include their prawn and squid skewers and their torrijas.,"[{'label': 'positive', 'score': 0.98509324}, {'label': 'neutral', 'score': 0.011725441}, {'label': 'negative', 'score': 0.003181321}]",['torrijas']
Vinitus,"we like it a lot and we always try to go, the only bad thing is that they dont reserve and at rush hour you can wait 45 minutes in an easy queue. the food was quite good, quality/price very good and the waiters were very attentive and friendly. nothing is ever missing. i recommend the lobster rice, fried eggs and sirloin with foie among many others.","[{'label': 'positive', 'score': 0.9542367}, {'label': 'neutral', 'score': 0.0348449}, {'label': 'negative', 'score': 0.010918437}]","['fried eggs', 'lobster rice']"
Vinitus,beautiful restaurant and delicious vegetarian dishes,"[{'label': 'positive', 'score': 0.9812092}, {'label': 'neutral', 'score': 0.013415185}, {'label': 'negative', 'score': 0.0053755958}]",['vegetarian dishes']
Vinitus,"good restaurant for tapas or a meal to share. very friendly service despite the number of people there. i think it is not possible to reserve, it is better to go there early. the food is very tasty and well presented. the right house wine.","[{'label': 'positive', 'score': 0.9560658}, {'label': 'neutral', 'score': 0.035798635}, {'label': 'negative', 'score': 0.008135577}]","['tapas', 'house wine']"
Vinitus,"the seafood served weren t fresh. ordered mussels and shrimp, and kept vomiting after that","[{'label': 'negative', 'score': 0.92900753}, {'label': 'neutral', 'score': 0.065949716}, {'label': 'positive', 'score': 0.0050428878}]","['mussels', 'shrimp']"
Vinitus,delicious tapas! one of the best places to be in barcelona! the only thing is that they dont accept reservations.,"[{'label': 'positive', 'score': 0.95245385}, {'label': 'neutral', 'score': 0.03122987}, {'label': 'negative', 'score': 0.016316295}]","['tapas', 'barcelona', 'reservations']"
McDonald's,kid-friendliness: luogo adatto ai bambini food,"[{'label': 'neutral', 'score': 0.74956924}, {'label': 'positive', 'score': 0.2063568}, {'label': 'negative', 'score': 0.04407391}]",['bambini food']
McDonald's,"terrible attention, the people who work there have no education at all.","[{'label': 'negative', 'score': 0.94204146}, {'label': 'neutral', 'score': 0.05010156}, {'label': 'positive', 'score': 0.00785694}]",[]
McDonald's,"incomplete dishes due to lack of ingredients, so whatever you order they give you what they want","[{'label': 'negative', 'score': 0.57898974}, {'label': 'neutral', 'score': 0.3915313}, {'label': 'positive', 'score': 0.029479021}]",['incomplete dishes']
McDonald's,"table service, beautiful and hot burger, surprising to see a mcdonalds burger that really looks like its ad. negative point, small parking lot.","[{'label': 'positive', 'score': 0.8534644}, {'label': 'neutral', 'score': 0.115742214}, {'label': 'negative', 'score': 0.030793346}]","['parking lot', 'mcdonalds burger']"
McDonald's,fast and correct,"[{'label': 'positive', 'score': 0.4882644}, {'label': 'neutral', 'score': 0.48052597}, {'label': 'negative', 'score': 0.03120966}]",[]
McDonald's,open 24 hours but only serves vehicles,"[{'label': 'neutral', 'score': 0.8831913}, {'label': 'negative', 'score': 0.064086705}, {'label': 'positive', 'score': 0.052721966}]",[]
McDonald's,orderly and spacious,"[{'label': 'positive', 'score': 0.6984228}, {'label': 'neutral', 'score': 0.27931643}, {'label': 'negative', 'score': 0.022260828}]",[]
McDonald's,good,"[{'label': 'positive', 'score': 0.6512166}, {'label': 'neutral', 'score': 0.2776967}, {'label': 'negative', 'score': 0.07108661}]",[]
McDonald's,everything well,"[{'label': 'positive', 'score': 0.6866081}, {'label': 'neutral', 'score': 0.29256174}, {'label': 'negative', 'score': 0.020830227}]",[]
McDonald's,this mcdonalds is very worth it,"[{'label': 'positive', 'score': 0.9795226}, {'label': 'neutral', 'score': 0.016614646}, {'label': 'negative', 'score': 0.0038628178}]",['mcdonalds']
McDonald's,"i went for dinner and went for the chicken burger, fries, coke and ice cream combo. very good","[{'label': 'positive', 'score': 0.96155316}, {'label': 'neutral', 'score': 0.035844896}, {'label': 'negative', 'score': 0.0026019362}]","['chicken burger', 'ice cream', 'fries']"
McDonald's,i have been to many mac donalds and this one disappointed me a little with the lack of friendliness of the staff.,"[{'label': 'negative', 'score': 0.92203873}, {'label': 'neutral', 'score': 0.07020303}, {'label': 'positive', 'score': 0.0077581415}]","['staff', 'mac donalds']"
McDonald's,they close half an hour early,"[{'label': 'negative', 'score': 0.5465866}, {'label': 'neutral', 'score': 0.43051526}, {'label': 'positive', 'score': 0.022898162}]",[]
McDonald's,check carefully when you pick up at mcauto. i check quickly because there is a queue. i get home and see that the burger is small but its good that you charge me for the large menu. you havent even added ketchup or deluxe sauce.,"[{'label': 'neutral', 'score': 0.5105896}, {'label': 'negative', 'score': 0.26815802}, {'label': 'positive', 'score': 0.22125235}]","['deluxe sauce', 'mcauto']"
McDonald's,"mcdonalds, what to say, almost everyone likes it, i personally prefer burger king.","[{'label': 'positive', 'score': 0.8319785}, {'label': 'neutral', 'score': 0.144345}, {'label': 'negative', 'score': 0.023676485}]","['burger king', 'mcdonalds']"
McDonald's,you re glad this is here. don t pretend like you aren t,"[{'label': 'positive', 'score': 0.53511745}, {'label': 'neutral', 'score': 0.36389217}, {'label': 'negative', 'score': 0.10099035}]",[]
McDonald's,super good .,"[{'label': 'positive', 'score': 0.9701801}, {'label': 'neutral', 'score': 0.024778409}, {'label': 'negative', 'score': 0.0050414377}]",[]
McDonald's,at 12 noon the parking lot is still closed.,"[{'label': 'neutral', 'score': 0.90285885}, {'label': 'negative', 'score': 0.08413572}, {'label': 'positive', 'score': 0.013005382}]",['parking lot']
McDonald's,"only if you are starving, food photos are not the same as what they bring you later","[{'label': 'negative', 'score': 0.58005613}, {'label': 'neutral', 'score': 0.3971247}, {'label': 'positive', 'score': 0.022819143}]",['food photos']
McDonald's,"free wi-fi but lack of renovation work in the areas, service a little slow vegetarian options: there are vegetarian wraps and some sandwiches parking: 200 seats on average, quite easy to find a seat kid-friendliness: many childrens games and parks nearby","[{'label': 'neutral', 'score': 0.62244356}, {'label': 'positive', 'score': 0.2435986}, {'label': 'negative', 'score': 0.13395782}]",[]
McDonald's,"because they dont make ice cream with coffee at the burger king, they do and they are great, and everything is very good and perfect service.","[{'label': 'positive', 'score': 0.93742955}, {'label': 'neutral', 'score': 0.049937494}, {'label': 'negative', 'score': 0.012632967}]",['burger king']
McDonald's,"only reason i give 1 star is because micky ds in spain do not service vegetarian and vegans, come on spain you are miles behind the rest of the world.","[{'label': 'negative', 'score': 0.8935104}, {'label': 'neutral', 'score': 0.098686755}, {'label': 'positive', 'score': 0.007802833}]","['m', 'spain', 's', 'vegans', 'vegetarian']"
McDonald's,the good thing about this mcdonalds is the upper terrace that overlooks the sea.,"[{'label': 'positive', 'score': 0.953141}, {'label': 'neutral', 'score': 0.041260447}, {'label': 'negative', 'score': 0.0055985367}]","['upper terrace', 'mcdonalds']"
McDonald's,i dont know if something was wrong but mc auto 20 minute wait,"[{'label': 'negative', 'score': 0.74396074}, {'label': 'neutral', 'score': 0.24747887}, {'label': 'positive', 'score': 0.008560432}]","['mc auto', '20 minute wait']"
McDonald's,i honestly didnt like it,"[{'label': 'negative', 'score': 0.8680552}, {'label': 'neutral', 'score': 0.11907612}, {'label': 'positive', 'score': 0.012868639}]",[]
McDonald's,they force you to order on the screen,"[{'label': 'neutral', 'score': 0.71576583}, {'label': 'negative', 'score': 0.25712416}, {'label': 'positive', 'score': 0.027110038}]",[]
McDonald's,"they dont let us order food because we dont pollute by using the car, motorcycle or other means of transportation that helps to increase the heat island that little by little is making barcelonas once prosperous city uninhabitable. starting at a certain time, they allow people who walk and do not pollute to order food, which is discriminatory and harmful to the rest of the citizens. shame.","[{'label': 'negative', 'score': 0.85596484}, {'label': 'neutral', 'score': 0.13650636}, {'label': 'positive', 'score': 0.0075287633}]","['heat island', 'barcelonas']"
McDonald's,good,"[{'label': 'positive', 'score': 0.6512166}, {'label': 'neutral', 'score': 0.2776967}, {'label': 'negative', 'score': 0.07108661}]",[]
McDonald's,parking: 4 plazas food,"[{'label': 'neutral', 'score': 0.8709127}, {'label': 'positive', 'score': 0.1192293}, {'label': 'negative', 'score': 0.009858037}]","['parking', 'azas']"
McDonald's,"one of the worst or the worst mcdonalds in catalonia. you order a medium menu and the potatoes come in the amount of a small one, then coca-cola without gas and the staffs response is. this is a mcdonalds so because its a mcdonalds, quality doesnt matter. im not talking about the waits to eat, well have to see if its due to lack of staff and its not the employees fault. parking: parking is not easy, since there are very few spaces.","[{'label': 'negative', 'score': 0.91092676}, {'label': 'neutral', 'score': 0.08186163}, {'label': 'positive', 'score': 0.0072115953}]","['medium menu', 'parking', 'mcdonalds']"
