place_name,text,sentiment,key_phrases
Sallès Hotel Pere IV,i found it unthinkable that if a hotel staff says to leave the telephone number and that i should shortly expect a call back but in the end nobody calls back after days. this is the basic of a hotel service. not reliable at all and also when i called back to made them notice this they didn’t even apologise. very bad.,"[{'label': 'negative', 'score': 0.9119389}, {'label': 'neutral', 'score': 0.081953324}, {'label': 'positive', 'score': 0.0061077657}]",['hotel service']
Sallès Hotel Pere IV,"this is not a 4* hotel. rooms are clean for the most part, but the interior looks like it was rushed to be finished with small details being forgotten. breakfast is at best... ok. variation is limited, with no vegetables and healthy choices...? forget about it.  old eggs that were hard boiled and saved for the next day lay out for breakfast. just a disappointment.  the spa was a disaster where the water in the pool was well... imagine the smell of chlorine and the color of piss! mold on the wall","[{'label': 'negative', 'score': 0.8720958}, {'label': 'neutral', 'score': 0.11549432}, {'label': 'positive', 'score': 0.012409795}]","['breakfast', 'spa']"
Sallès Hotel Pere IV,"we booked the hotel for 7 days and we left after 1 night. the stuff at the reception was so unfriendly, we felt like we weren't welcome there. the room stank totally, is was so loud because you hear everything from outside and from the neighbourrooms and it was so so so cold the whole time (there weren't even normal blankets!!!). breakfast was ok but the breakfastroom was totally full and so loud.
the rooftop is permanently closed, we didn't even see the rooftop!!!!! and when we asked they could","[{'label': 'negative', 'score': 0.91769946}, {'label': 'neutral', 'score': 0.075959496}, {'label': 'positive', 'score': 0.0063410844}]",['breakfastroom']
Sallès Hotel Pere IV,"we stayed for 3 nights over a weekend, 2 adults, 2 kids.
taxi from barcelona airport was 20 min drive door to door, not expensive.
staff were friendly and helpful and the hotel is clean , spacious and great for families. the kids enjoyed the restaurant, breakfast buffet and pool, also running up and down the stairs.
the stairs are very wide and shallow to climb if you don't want to take the lift.","[{'label': 'positive', 'score': 0.84251267}, {'label': 'neutral', 'score': 0.15054508}, {'label': 'negative', 'score': 0.0069422796}]",[]
Sallès Hotel Pere IV,"hotel rooms are clean. bathroom is nice. most of staff is friendly (receptionists). lady in spa less friendly. spa is small. you have only one hour a day in the spa. but that’s more than enough. it’s small. rooms are little noisy, coffee facilities are out of this time. nespresso is the norm these days. metro is not that close by. (10 min walk)","[{'label': 'neutral', 'score': 0.52194893}, {'label': 'positive', 'score': 0.33505693}, {'label': 'negative', 'score': 0.14299414}]","['spa', 'hotel rooms', 'esp']"
Sallès Hotel Pere IV,"we stayed 3 nights in this hotel, we were 10 persons in different rooms . the staff  was very rude and racist. i called the room service, they turned off my phone more than 5 times . most of the time the doors of the rooms were not closed but remained open , and last but not least, the purchases we made from sephora  were stolen from our room. we asked for the cameras to be opened but they refused and continued to make fun of us saying that they thought they were trash and threw them down. || we","[{'label': 'negative', 'score': 0.90356266}, {'label': 'neutral', 'score': 0.09176155}, {'label': 'positive', 'score': 0.004675834}]","['staff', 'room service', 'seph']"
Sallès Hotel Pere IV,"we stayed in this hotel for 3 nights. there was no security. the reception staff was very uneducated. the children's pool was not open all day. we had a problem, something was stolen from our room, and the hotel did not take responsibility, there were no cameras to see the theft. and when we told the reception about our problem, they were unprofessional and laughed at our problem.","[{'label': 'negative', 'score': 0.9249023}, {'label': 'neutral', 'score': 0.07109653}, {'label': 'positive', 'score': 0.0040010763}]","['security', 'reception staff']"
Sallès Hotel Pere IV,"hotel is overall modern and nice looking. the staff were all really friendly and pleasant. ||the hotel isn't in the nicest of places but its close to everything via taxi/public transport, we also walked to a lot of places if your walkers.||i used the spa once and didn't  go back, there are no beds to lie on around the pool and the pool is so small you cannot swim in it if there's more than 4 people in the pool which is disappointing. we only booked the hotel due to the spa. i wasn't given a towe","[{'label': 'positive', 'score': 0.8111879}, {'label': 'neutral', 'score': 0.1478401}, {'label': 'negative', 'score': 0.040972024}]","['staff', 'spa']"
Sallès Hotel Pere IV,"spacious and clean rooms, a comfortable bed (i have a back problem so sleep can be and issue), a free mini bar and a really generous breakfast buffet. conveniently located, within a walking distance from two metro stations (a 3 and a 7-minute-walk respectively) yet very quiet. polite and helpful staff, always at your service with a smile on their face. i would definitely choose it again for my stay.","[{'label': 'positive', 'score': 0.9180168}, {'label': 'neutral', 'score': 0.069358416}, {'label': 'negative', 'score': 0.0126247415}]","['breakfast buffet', 'free mini bar', 'comfortable bed', 'metro stations', 'back']"
Sallès Hotel Pere IV,"we didn’t have a good time at this hotel. the location was out of the way of the main part of barcelona and was quite sketchy. check in was at 2 but we didn’t get our rooms until 3:30 and found the images online were misleading, finding out that the family room is the same size as a standard double.

the lobby showed no signs of security except for friday and saturday night, and as a result our friends also got their passports stolen from the hotel lobby on the day we were leaving. the hotel was","[{'label': 'negative', 'score': 0.8939646}, {'label': 'neutral', 'score': 0.10116883}, {'label': 'positive', 'score': 0.004866593}]","['barcelona', 'security', 'family room', 'passports']"
Sallès Hotel Pere IV,"great location to explore barcelona.  take a bike where you can. rooms are nice and clean could have done with more light. only one window felt dark in the day.  tv only like two channels have english subtitles.
spa was a lovely extra.  calm, relaxing. breakfast was lovely. food cooked well good selection and extra cake avaliable every morning. easy for taxied to be taken to and from the hotel. staff where very friendly and food at the hotel restaurant food was lovely. would come here again.","[{'label': 'positive', 'score': 0.9633812}, {'label': 'neutral', 'score': 0.029940726}, {'label': 'negative', 'score': 0.006678112}]",['breakfast']
Sallès Hotel Pere IV,"we had a horrible experience at the roof top bar today. the roof top ist beautifully designed which gets massively downgraded by the bad and annoying music playlist. the bartenders are inexperienced & the drinks especially the cocktail choice is very limited. the caipirinha was a 1/10. way too much ice, a small glas and the far too much sugar - price 14€ - ridiculous. the 4 cheese pizza took ages and was not eatable. far too much cheese than usual. you couldn’t taste the dough or even see the to","[{'label': 'negative', 'score': 0.9478801}, {'label': 'neutral', 'score': 0.046088185}, {'label': 'positive', 'score': 0.0060317526}]","['cocktail choice', 'music playlist', '4 cheese pizza', 'caipirinha', 'bart', 'roof top bar']"
Sallès Hotel Pere IV,"good comfortable business hotel in fairly urban area outside the city.|rooms clean and comfortable, no complaints there, views urban and uninspiring.|bar, breakfast room functional, staff very pleasant.|breakfast good.|limited tapas menu in evening - but good, bar dominated by tv and loud back ground music of non specific type playing everywhere!!!|spa small but good, pool is more of a plunge type, don’t take swim goggles!|overall it’s fine as a place to sleep.|better options available i think.","[{'label': 'positive', 'score': 0.95589393}, {'label': 'neutral', 'score': 0.03804506}, {'label': 'negative', 'score': 0.0060609495}]","['comfortable business hotel', 'breakfast room functional', 'staff', 'tapas menu']"
Sallès Hotel Pere IV,"well, hotel is looking good when you dont look for the details. as you can see in the photos room is damaged and look like renewed but really isnt. spa is really small and the water was green and stinking and also you have to wear cap to the small pool which is nonsense to me.. overall the personel there is fine and the breakfasts are also kinda good. hotel is located in industrial area which is looking dangerous in the night. but really for the price the hotel is polished misery.","[{'label': 'negative', 'score': 0.69075334}, {'label': 'neutral', 'score': 0.25730518}, {'label': 'positive', 'score': 0.051941518}]",['spa']
Sallès Hotel Pere IV,"rooms, free mini bar and free spa is perfect! location wise have to walk into places which is about 30 minute walk. tv didn’t really work and we ended up having to just watch the news whilst having to get ready, noisy guests also but understandable as everyone’s enjoying their holiday! i’d definitely say more of a young persons hotel to stay in","[{'label': 'positive', 'score': 0.912055}, {'label': 'neutral', 'score': 0.07875796}, {'label': 'negative', 'score': 0.009187057}]","['free mini bar', 'free spa']"
Sallès Hotel Pere IV,"it is a hotel with a bad service, they were not responsible for lost items in their hotel. the service of the staff at the reception was||arrogant. they stole from our room. very expensive and no security. there were no security cameras to verify the theft. despite the fact that the doors had a card to enter, you could easily enter from the outside as well.","[{'label': 'negative', 'score': 0.9309587}, {'label': 'neutral', 'score': 0.06455761}, {'label': 'positive', 'score': 0.0044836164}]",['security cameras']
Sallès Hotel Pere IV,"very bad experience at hotel salles pere iv. they are irresponsible, there is no safety, especially when it comes to children. even though they had a card, the hotel rooms opened from the outside without a problem. i didn't like anything about that hotel.
the wait staff is very rude.
very expensive, and does not justify the price.","[{'label': 'negative', 'score': 0.9348057}, {'label': 'neutral', 'score': 0.05979901}, {'label': 'positive', 'score': 0.0053952206}]","['children', 'wait staff']"
Sallès Hotel Pere IV,"stayed here for a week end of june 2023

location is great for the beach and for the city centre being about 25 min walk to each.
the area itself was quiet, there are convenience stores dotted around but getting things late at night can be an issue.
there is a bar directly next door and also across the road, both were busy but not particularly noisy.

the hotel itself was nice, very clean and well equipped. there are two lifts, our room was on floor 7 and there was occasionally a short wait for ","[{'label': 'positive', 'score': 0.8444677}, {'label': 'neutral', 'score': 0.15085863}, {'label': 'negative', 'score': 0.004673696}]","['convenience stores', 'city centre']"
Sallès Hotel Pere IV,"this is my 2nd year at this hotel so i feel confident in saying my impression wasn't just unlucky the first time.

arriving at the airport the arranged taxi driver was about 50 minutes late and when we called the hotel they simply told us to keep looking. eventually after the hotel called her we finally met and she arranged a drive for us. it was very tiresome and the hot airport didn't make us feel amazing dragging our luggage around looking for someone who probably wasn't even there at first.
","[{'label': 'neutral', 'score': 0.49549168}, {'label': 'negative', 'score': 0.30774924}, {'label': 'positive', 'score': 0.19675906}]",['taxi driver']
Sallès Hotel Pere IV,"a short walk to the metro,easy  walk to the beach and other areas. we had a nice reasonably priced evening meal in the restaurant. room was clean and comfortable, light and airy. mini fridge was useful, small supermarket on the next street. not many restaurants close by, short walk away. breakfast was a delicious feast every morning. the pool and spa is smaller than it looks in the photos, bookable at reception. peaceful area. we walked around the port area where there’s lots of restaurants then","[{'label': 'positive', 'score': 0.93070304}, {'label': 'neutral', 'score': 0.066213906}, {'label': 'negative', 'score': 0.0030830584}]","['mini fridge', 'port area', 'supermarket']"
Sallès Hotel Pere IV,"the room was clean. the breakfast was good.

the rest was a nightmare.i check in and i get to the room. try to hook the tv up for work, a functionality that i choose the hotel for, and it didn’t work.  i went to reception and told them. they said sorry the repair man is out for the day! i had to tell them this is something i needed for tonight. they must have thought i was lying about the tv, as they needed to see “proof” it didn’t work. after following me to my room and checking and seeing i wa","[{'label': 'neutral', 'score': 0.44927657}, {'label': 'negative', 'score': 0.39420292}, {'label': 'positive', 'score': 0.1565205}]","['breakfast', 'reception']"
Sallès Hotel Pere IV,amazing hotel! they gave us the suite instead of a room as it was my mrs birthday. complimentary drinks etc was a lovely touch. spa facilities was good as was the service. would recommend.,"[{'label': 'positive', 'score': 0.98465616}, {'label': 'neutral', 'score': 0.011562222}, {'label': 'negative', 'score': 0.0037816311}]","['spa facilities', 'complimentary drinks']"
Sallès Hotel Pere IV,"positive : good size room, comfy bed.
negative side: we didn’t get what we paid for swimming pool was tiny full with people all the time obviously because hotel is full. spa receptionist very rude. spa tiny super wet everywhere ! bar didn’t serve us cocktails as it was very busy they said, i was happy to wait but still they didn’t want to do the cocktails and manager was super upset with us cause we said we will wait ! normally, i’m not very picky with hotels, but this hotel was very bad organiz","[{'label': 'negative', 'score': 0.70451576}, {'label': 'neutral', 'score': 0.24521929}, {'label': 'positive', 'score': 0.050264932}]","['comfy bed', 'spa receptionist', 'swimming pool']"
Sallès Hotel Pere IV,"definitely not a 4* hotel and the price ist not justified at all.

positive:

- breakfast buffet
- the staff was helpful
- free minibar
- good area, close to the beach, public transport and city center
- good cleaning

negative:

- i was staying during my birthday, no happy birthday or anything special. didn’t even offer a drink even though they realized it during the check in.

- pretty loud in the night, you hear the people from the bars outside

- you can even hear the people loudly moaning n","[{'label': 'negative', 'score': 0.6394449}, {'label': 'neutral', 'score': 0.31483775}, {'label': 'positive', 'score': 0.045717273}]","['breakfast buffet', 'public transport', 'center']"
Sallès Hotel Pere IV,"we loved our stay here! the room was clean and comfortable and the hotel was not far from the metro. there were also a lot of activities and bars near the hotel so we could've honestly just stayed in that area. also, the food at the hotel was very good! we opted for the romantic package was amazing - i loved the personalized touch. it included the spa, champagne, and free breakfast. finally, i loved the bathroom. the bathtub and shower were like heaven.","[{'label': 'positive', 'score': 0.98573226}, {'label': 'neutral', 'score': 0.01173543}, {'label': 'negative', 'score': 0.002532364}]","['free breakfast', 'spa', 'bathtub', 'romantic', 'shower', 'food']"
Sallès Hotel Pere IV,"it's location is great, as a family having separated rooms and a sitting area was very ideal. the staff were welcoming. the supermarket downstairs was very helpful. the view from balcony or the other wondows were on the down side though. we could not find a fabulous cafe around we usually get a taxi to the best ones around.","[{'label': 'positive', 'score': 0.9524684}, {'label': 'neutral', 'score': 0.036606632}, {'label': 'negative', 'score': 0.010924957}]","['cafe', 'supermarket']"
Sallès Hotel Pere IV,"we stayed 4 nights in this hotel and were extremely impressed. the hotel was super clean, the rooms were comfortable, and the spa was lovely. we were on the 8th floor and it was nice and quiet. our friends were on the second floor and reported no issue with street noise, as some of the other reviews stated, as the windows provided excellent soundproofing.

we didn’t add breakfast to our booking and regretted that when we met up with our friends. we ended up having breakfast at the hotel every mo","[{'label': 'positive', 'score': 0.96177113}, {'label': 'neutral', 'score': 0.032293703}, {'label': 'negative', 'score': 0.0059351483}]","['breakfast', 'street noise', 'spa', 'soundproofing']"
Sallès Hotel Pere IV,"rooms look nothing like shown, supposedly gave us the wrong room because what we saw was not what we paid for. ended up changing our rooms but then got a room with a tv that didn’t work, we weren’t bothered as we were on holiday. seems like they give people smaller rooms hoping they won’t say anything but as the cleaners were cleaning we managed to see into other rooms which looked like the rooms we had excepted to stay in. before the room change we were in what looked like university accommodat","[{'label': 'negative', 'score': 0.8181973}, {'label': 'neutral', 'score': 0.17240931}, {'label': 'positive', 'score': 0.009393376}]",[]
Sallès Hotel Pere IV,"surroundings are not nice. receptionists are just ok, not friendly. forgot that i came here two years ago until i entered… otherwise wouldn’t have booked it again.","[{'label': 'negative', 'score': 0.9371179}, {'label': 'neutral', 'score': 0.057623044}, {'label': 'positive', 'score': 0.0052591264}]",['receptionists']
Sallès Hotel Pere IV,"the room is well maintained, the bathroom is nice. the service is good, everyone polite and helpful.

unfortunately the room smelled like cigarette smoke.  the street was really loud at night, a lot of partying going on. the pool is small with water too warm for my taste. the ac is loud in the room. the room walls are quite thin, so prepare to develop an intimate relationship with your neighbors: you can hear every word.

apart from the noise, the location is convenient, many things are within w","[{'label': 'positive', 'score': 0.49158317}, {'label': 'neutral', 'score': 0.38122013}, {'label': 'negative', 'score': 0.12719671}]",['room walls']
Sallès Hotel Pere IV,"loved it. spa access was fantastic especially travelling as a couple. we broke up the day by going to the spa in the afternoons where it was the emptiest. great location, walking distance to lots of great sights and the bar next door has cheap drinks and tapas. they were so accommodating to us when we needed our bags stored because we had an excursion booked after check out. thanks for everything! would love to go back","[{'label': 'positive', 'score': 0.986382}, {'label': 'neutral', 'score': 0.01085353}, {'label': 'negative', 'score': 0.002764471}]",['spa']
Sallès Hotel Pere IV,"the service was really not nice. they offer room service but none is picking up the phone. i only arrived late at 10pm and tried to call for 40 min. i had to go down and then they said food is only until 10:30pm (no info about this) super annoying! also most rooms have not a nice view. the spa is a bit dirty.
the staff seems overworked and also a bit rude. the guy from the room service was screaming at me that food order is only until 10:30 and i was there 10:45pm and told him that none is picki","[{'label': 'negative', 'score': 0.9268804}, {'label': 'neutral', 'score': 0.06748448}, {'label': 'positive', 'score': 0.0056351796}]","['room service', 'spa']"
Sallès Hotel Pere IV,"the rooms were clean and well maintained. they were spacious and comfortable with a nice bathroom. the staff was friendly and the room service was also very good. the breakfast was great! the dinner was quite good, but was pretty expensive.
the only drawbacks were that noise from the street and other rooms were quite loud. also, the complementary wifi was quite slow.
it was a great stay overall with easy access to many places that we wanted to visit.","[{'label': 'positive', 'score': 0.9583568}, {'label': 'neutral', 'score': 0.034249473}, {'label': 'negative', 'score': 0.0073937583}]","['breakfast', 'room service', 'complementary wifi']"
Sallès Hotel Pere IV,"hotel was ideal with no complaints, it is situated just outside the city centre about a 20-30 minute walk or a 15 min metro. the hotel room was modern and seemed refurbished which is good. it has a rainfall shower, safe and minibar. the rooms are a little low on light but manageable. also has a well lit work space with supportive chair, by the work station there is also a hdmi port for the tv. breakfast was 10/10 and the staff are also polite and helpful. i used the steam room and sauna the saun","[{'label': 'positive', 'score': 0.93573576}, {'label': 'neutral', 'score': 0.059186414}, {'label': 'negative', 'score': 0.0050778682}]","['steam room', 'hdmi port', 'hotel room', 'rainfall shower']"
Sallès Hotel Pere IV,"the hotel has a great location and you have metro and great connections near. the room was nice and the beds are comfortable. the breakfast is outstanding and the restaurant inside the hotel also has some great dishes worth tasting. the minus is the funny working slow elevator, unstable wifi and the sound isolation is not the best in the rooms. great hotel overall.","[{'label': 'positive', 'score': 0.980804}, {'label': 'neutral', 'score': 0.0144795645}, {'label': 'negative', 'score': 0.004716388}]","['wifi', 'elevator', 'sound isolation', 'breakfast', 'restaurant']"
Sallès Hotel Pere IV,"very poor hygiene
area is full of homeless, and drunk people

did not match the expectations.","[{'label': 'negative', 'score': 0.87784106}, {'label': 'neutral', 'score': 0.11147597}, {'label': 'positive', 'score': 0.0106829675}]",[]
Sallès Hotel Pere IV,"staying at sallès hotel pere iv with family.  firstly, i can say we had no problem with noise, we were on the 9th floor, i would think lower floors may be noisier.

it's old fashioned but that's ok, in a few years from now they can sell it as vintage 😉

the staff are cold, unfriendly and detached. they should be reminded that they work in hospitality, i felt like i was dealing with prison guards.

breakfast was fine, very sombre.  not many happy faces on staff or guests.  a bit depressing really","[{'label': 'neutral', 'score': 0.53031105}, {'label': 'positive', 'score': 0.39793396}, {'label': 'negative', 'score': 0.07175497}]",[]
Sallès Hotel Pere IV,"on the plus side, great quiet location and off the tourist sites , hotel very close to a metro station and bus routes, very pleasant and helpful staff, the front desk is multilingual and an appetizing breakfast buffet that was included on my reservation. also the hotel has its own parking for a fee. on the less plaisant side, the room was long and narrow, i bumped many times against the tv because of lack of space, the shower knobs needed some repair, and mildew on the bottom rubber joints of th","[{'label': 'positive', 'score': 0.94904727}, {'label': 'neutral', 'score': 0.043792967}, {'label': 'negative', 'score': 0.007159741}]","['breakfast buffet', 'joints', 'bus routes', 'shower knobs', 'front desk']"
Sallès Hotel Pere IV,"for our 1st time in barcelona, we booked rooms in different hotels. here is our review for sallès hotel pere iv : we enjoyed our stay and especially the spa and the breakfast.

because it was december, we did not have difficulties to appreciate the spa that offers a swimming pool, massage jets for our feet, dry and moist sauna. the room was clean and comfortable.there was a sofa bed for additional  guests and the bathroom was nice as well.

talking about the breakfast, we believe it is one of th","[{'label': 'positive', 'score': 0.91156536}, {'label': 'neutral', 'score': 0.08467186}, {'label': 'negative', 'score': 0.0037628023}]","['sofa bed', 'breakfast', 'spa', 'sallès hotel']"
Sallès Hotel Pere IV,"staff super friendly and helpful,
everywhere is super clean.
roor top bar area is fabulous","[{'label': 'positive', 'score': 0.9736614}, {'label': 'neutral', 'score': 0.019882059}, {'label': 'negative', 'score': 0.0064565726}]",['roor top bar area']
Sallès Hotel Pere IV,hotel was great. room was clean and spacious for 3. food was good with a range that fits all. the spa was very relaxing. the staff we're helpful. close to metro and plenty of taxis.,"[{'label': 'positive', 'score': 0.98283017}, {'label': 'neutral', 'score': 0.013637973}, {'label': 'negative', 'score': 0.003531864}]","['taxis', 'spa']"
Sallès Hotel Pere IV,"the hotel is clean and the staff is friendly. its close to the metro station which makes it convenient, but there isn’t much to do in the very direct neighborhood which makes the location a bit less nice. our room was facing a large construction site but we didn’t hear too much of the work going on. wifi is very poor (at least on the seventh floor) - you cannot use it for work or streaming services. airconditioning is okay, television is large. small fridge under the desk. usb plugs available as","[{'label': 'neutral', 'score': 0.51325417}, {'label': 'positive', 'score': 0.3208229}, {'label': 'negative', 'score': 0.16592288}]","['wifi', 'airconditioning', 'streaming services', 'usb plugs']"
Sallès Hotel Pere IV,"great breakfast and clean rooms with ac, albeit loud. not a nice area/view but close to metro.
spa made us wait 45 mins for booked treatment, we left without it. also kids were allowed to play in the tiny spa at 7 pm.
restaurant had nice food but we were rushed, for example weren't allowed to pause between main course and dessert.","[{'label': 'positive', 'score': 0.54211545}, {'label': 'neutral', 'score': 0.32456425}, {'label': 'negative', 'score': 0.13332035}]",[]
Sallès Hotel Pere IV,"we had the best hotel experience. we booked 6 nights with breakfast included and it was amazig,the room very clean with cleaning service every day, spa very relaxing and quiet,breackfeast with a lot of variety product. we stayed at the 3 th floor and it wasn't any noise from outside.","[{'label': 'positive', 'score': 0.9821822}, {'label': 'neutral', 'score': 0.013848188}, {'label': 'negative', 'score': 0.0039696577}]","['breakfast', 'ast', 'spa', 'bre']"
Sallès Hotel Pere IV,"the personnel is definitely 5 stars. thank you guys.
it’s just that the rest of the hotel seems like its glorious days are long gone for the price we paid (150€/night). here and there unrepaired damages, breakfast not well-thought (but bigger buffet), etc.","[{'label': 'positive', 'score': 0.5253291}, {'label': 'negative', 'score': 0.25899562}, {'label': 'neutral', 'score': 0.21567528}]",['breakfast']
Sallès Hotel Pere IV,"this is a racist hotel.  the night reception at the hotel spoke very unreasonable and racist language.  i will suggest that the company department should not book this hotel for exhibitions in the future.  when i ask for a complaint form.  they refused to give it to me.  terrible staff who discriminate against foreigners.  march 2, 2023","[{'label': 'negative', 'score': 0.9405427}, {'label': 'neutral', 'score': 0.054859184}, {'label': 'positive', 'score': 0.0045981207}]",['night reception']
Sallès Hotel Pere IV,very clean and cozy  ❤️ close to sagrada familia and the centre as well.,"[{'label': 'positive', 'score': 0.97501016}, {'label': 'neutral', 'score': 0.022533176}, {'label': 'negative', 'score': 0.002456636}]",['sagrada familia']
Sallès Hotel Pere IV,"honestly this place is only good to stay for people who actually want to party in the next door very busy club. i am amazed how any hotel can exist next to a club that is so busy every day, that you have crowds outside the place and what comes with it noise.
our room was literally wall to wall with the club, impossible to get any sleep until 2:30 am, when it actually closes, and even after that time party goers still stand on the street drinking and making noises until probably 5-6 am. we compla","[{'label': 'negative', 'score': 0.80976903}, {'label': 'neutral', 'score': 0.17247237}, {'label': 'positive', 'score': 0.017758641}]",[]
Sallès Hotel Pere IV,"had a look through reviews before booking and all seems good. upon arrival, the hotel is clean and although located on a street full of graffiti and clubs etc, it looks decent enough. room is simple and clean however for a hotel in the heart of barcelona that boasted free wi-fi, you can’t even load pages on google. first hotel i have stayed in that offer wi-fi but it’s so slow you revert to use your own 4g instead. the bed is uncomfortable and the view is across other hotel rooms. unsure how gen","[{'label': 'positive', 'score': 0.53041285}, {'label': 'neutral', 'score': 0.3831434}, {'label': 'negative', 'score': 0.08644373}]",[]
Sallès Hotel Pere IV,"nice enough. location is by a few spanish nightclubs so the streets around are very busy on a night and the noise can be heard in the rooms.

the hotel walls are paper thin so don’t speak too loud.

staff are nice enough and the rooms are clean and tidy.","[{'label': 'neutral', 'score': 0.48482904}, {'label': 'positive', 'score': 0.46568552}, {'label': 'negative', 'score': 0.04948545}]","['hotel walls', 's', 'sp']"
