place_name,text,sentiment,key_phrases,matched_key_phrases
L'Ovella Negra Marina,"the beer isn't great but it is cheapish, san miguel (€3). the ambience is that of a students or erasmus bar, a lot of travellers or younger people who come for the cheap beer and sangria (which is considerably better). large open places, music varies depending where you are, reasonably clean and staff are amicable. it's perfectly ok.","[{'label': 'neutral', 'score': 0.46064925}, {'label': 'negative', 'score': 0.30268314}, {'label': 'positive', 'score': 0.23666756}]","['beer', 'erasmus bar', 'travellers', 'sangria', 'large open places', 'music', 'students']",['beer']
L'Ovella Negra Marina,"really fun bar, we got these ""beer towers"" that were 31€ each, we got 4 of them for 20 people and we were all pretty tipsy by the end of it. they seem like a great deal. the building is awesome too, it's a old  wearhouse converted to the bar so it's very industrial while still being very fun","[{'label': 'positive', 'score': 0.9805493}, {'label': 'neutral', 'score': 0.016403945}, {'label': 'negative', 'score': 0.0030467068}]",['beer towers'],['beer']
L'Ovella Negra Marina,very good and cheap beer. popular with students and young people. it's located a bit in a suburban area (there's nothing around it) but it has a very good atmosphere. pints of san miguel are €2.90 and  you get a small bowl of popcorn with it (don't forget to ask for it),"[{'label': 'positive', 'score': 0.96011364}, {'label': 'neutral', 'score': 0.03540269}, {'label': 'negative', 'score': 0.0044836174}]","['beer', 'popcorn', 'young', 'san miguel', 'students']",['beer']
L'Ovella Negra Marina,well decorated and pretty big. the hamburgers here are very good and the option to get 5 litres of beer to share is great if you are going with a group. pouring your own makes for some entertaining competition.,"[{'label': 'positive', 'score': 0.9741091}, {'label': 'neutral', 'score': 0.022816056}, {'label': 'negative', 'score': 0.0030748465}]",['hamburgers'],['hamburger']
L'Ovella Negra Marina,"huge bar in poble nou with a great variety of beers. and when i say huge i really really mean big. this place is bigger almost than vatican city. the decorations are also really cool and they have ping pong tables. toilets are also good but could be slightly cleaner. food is also good but a bit overpriced 10€ for a small burger with no chips. at least it tasted good but if you get drunk it won't fill you up completely. anyway this place is great for beers and big groups i mean, you could bring h","[{'label': 'positive', 'score': 0.9784268}, {'label': 'neutral', 'score': 0.017277006}, {'label': 'negative', 'score': 0.00429618}]","['beers', 'toilets', 'ping pong tables']",['beer']
L'Ovella Negra Marina,"must visit.. great place to chill out.. huge no of tables, good beer and food.. could take up to 15 mins to serve on a busy hour..","[{'label': 'positive', 'score': 0.9734871}, {'label': 'neutral', 'score': 0.022399308}, {'label': 'negative', 'score': 0.004113631}]",['beer'],['beer']
L'Ovella Negra Marina,"a really fun bar! as a tourist it reminded me of a german beer hall. the place is popping around 11pm-1am, and they serve some very tasty sangria!","[{'label': 'positive', 'score': 0.98984236}, {'label': 'neutral', 'score': 0.008090666}, {'label': 'negative', 'score': 0.0020670425}]","['sangria', 'german beer hall']",['beer']
Dixi 724,"awesome alternative club in barcelona, a must visit for anyone looking for reasonably priced beer and awesome tunes!","[{'label': 'positive', 'score': 0.9875852}, {'label': 'neutral', 'score': 0.010218363}, {'label': 'negative', 'score': 0.0021964626}]","['reasonably priced beer', 'alternative club']",['beer']
Dixi 724,great beer great team amazing music,"[{'label': 'positive', 'score': 0.97270995}, {'label': 'neutral', 'score': 0.017738784}, {'label': 'negative', 'score': 0.009551239}]","['beer', 'music']",['beer']
Dixi 724," a dirty, dark place that smelled of brewed and chopped beer. lots of noise and crowded with people.the place is very large and has a space with chairs and tables that allows you to be a little quieter.the beer was bad like in any other joint in marina but i was surprised by the non-alcoholic beer, fresh and in a bottle, without a doubt i must have been one of the few who didn't wake up with shit the next day.i suppose that for those over twenty-somethings it must be a fabulous place but for me,","[{'label': 'negative', 'score': 0.7260399}, {'label': 'neutral', 'score': 0.24483651}, {'label': 'positive', 'score': 0.029123606}]","['marina', 'beer', 'non-alcohol']",['beer']
Sonora Sport Tavern,"the best burgers in barcelona! very very tasty! atmosphere of a real american pub. beer was good, it would be nice to extend the beer menu.","[{'label': 'positive', 'score': 0.9856074}, {'label': 'neutral', 'score': 0.011012628}, {'label': 'negative', 'score': 0.0033800283}]","['pub', 'beer', 'american', 'burgers']",['beer']
Sonora Sport Tavern,"great place. nice service, beer and awesome burgers. it's a bit loud but it's a sports bar, so that's ok. :)","[{'label': 'positive', 'score': 0.9848006}, {'label': 'neutral', 'score': 0.01222229}, {'label': 'negative', 'score': 0.0029771954}]","['burgers', 'sports bar', 'beer']",['beer']
Sonora Sport Tavern,very good! when i ever come back to barcelona i will win the beerpongtournament #foreversecond :),"[{'label': 'positive', 'score': 0.9867094}, {'label': 'neutral', 'score': 0.011396448}, {'label': 'negative', 'score': 0.0018940629}]",['beerpongtournament'],['beer']
Sonora Sport Tavern,i love it! very nice atmosphere. i was there at a karaoke night organised by erasmus students. there are also beer pong events and the bartenders are very friendly.,"[{'label': 'positive', 'score': 0.98996043}, {'label': 'neutral', 'score': 0.007725787}, {'label': 'negative', 'score': 0.002313762}]","['erasmus students', 'beer pong events', 'karaoke night', 'bartenders']",['beer']
Sonora Sport Tavern,"this place has such a cool vintage vibe. it's right near the enormous flea market, encants. however, small beers cost 2,50€ when they normally cost 1,20 to 1,50€. that fact set my alarms off. the grill smells amazing but be prepared for possibly amazing prices. i'll be back for sure to check it out.","[{'label': 'positive', 'score': 0.9619169}, {'label': 'neutral', 'score': 0.0327517}, {'label': 'negative', 'score': 0.005331435}]","['beers', 'flea market']",['beer']
Sonora Sport Tavern,nice american themed ambiance and lots of fun with the beerpong on tuesdays💯,"[{'label': 'positive', 'score': 0.9845531}, {'label': 'neutral', 'score': 0.013697156}, {'label': 'negative', 'score': 0.0017497798}]","['iance', 'beerpong', 'american']",['beer']
Sonora Sport Tavern,"good beer, great tapas/snacks, cheap price$, good service. 6/5 stars","[{'label': 'positive', 'score': 0.9795893}, {'label': 'neutral', 'score': 0.015891919}, {'label': 'negative', 'score': 0.0045187688}]","['cheap price', 'beer']",['beer']
Sonora Sport Tavern,"i really enjoyed the friendly and direct approach by the energetic and cheerful stuff, a nice selection of local beers and non-alcoholic beverages, and an overall sensation that makes you forget about anything else, when you walk in. this place made me feel 10 years younger, maybe that's why i did like it so much. i give sonora sport tavern 5 out of 5 stars.","[{'label': 'positive', 'score': 0.97655845}, {'label': 'neutral', 'score': 0.018886456}, {'label': 'negative', 'score': 0.0045550466}]","['beers', 'sonora sport tavern', 'non-alcoholic beverages']",['beer']
Sonora Sport Tavern,nice irish styled bar with excellent tv screen setup to watch games and very friendly staff! the place to be for a sports bar with good food! they even ordered my favourite belgian beer on stock because i asked! (try the ribs!!!),"[{'label': 'positive', 'score': 0.98754686}, {'label': 'neutral', 'score': 0.009947779}, {'label': 'negative', 'score': 0.002505383}]","['belgian beer', 'tv screen setup', 'sports bar', 'irish styled bar']",['beer']
Sonora Sport Tavern,been there for the erasmus beerpong tournament on thuesday. its has been so nice crowded then.,"[{'label': 'positive', 'score': 0.93948776}, {'label': 'neutral', 'score': 0.057647604}, {'label': 'negative', 'score': 0.0028647073}]",['erasmus beerpong tournament'],['beer']
Sonora Sport Tavern,amazing bar!! such fun vibes and lovely music belgian beers!!!! (we love belgian beers) and much moreee!!!❤️❤️,"[{'label': 'positive', 'score': 0.9920208}, {'label': 'neutral', 'score': 0.0050704945}, {'label': 'negative', 'score': 0.0029087327}]","['belgian beers', 'music']",['beer']
bb+,nice metal bar with good drink options. it is a large place with enough places to sit and good music. the music is not that loud which allows you to have a nice conversation. the pint of draft beer was 4.5 euros.,"[{'label': 'positive', 'score': 0.9512949}, {'label': 'neutral', 'score': 0.044086624}, {'label': 'negative', 'score': 0.0046184915}]","['draft beer', 'drink options', 'metal bar']",['beer']
bb+,"this is a place with a very industrial decoration and loud heavy metal music, but unlike one might think, it is not crowded. in fact, it has plenty of space and it is very comfortable for large groups of people. commonly people come here to play their famous board drinking game, which includes the board (a large piece of paper), the players pieces, which are beer crown caps), and a big blue bucket filled with wine mixed with coke. i have gone twice and i have had much fun. all in all, it is a go","[{'label': 'positive', 'score': 0.8997155}, {'label': 'neutral', 'score': 0.09516482}, {'label': 'negative', 'score': 0.0051196986}]","['heavy metal music', 'board drinking game', 'beer crown caps']",['beer']
bb+," if you like heavy metal, this is one of the few places left in marina, the best? you can order buckets with calimocho, valencia water, beer, etc... and they give you a board that is like the game of goose but for drinking, it is super fun! highly recommended!","[{'label': 'positive', 'score': 0.9698126}, {'label': 'neutral', 'score': 0.02770342}, {'label': 'negative', 'score': 0.002484026}]","['valencia water', 'calimocho', 'marina', 'beer']",['beer']
bb+," dirty and poor staff treatment, if not edge. compensate for music and cold beer","[{'label': 'negative', 'score': 0.9091369}, {'label': 'neutral', 'score': 0.08413169}, {'label': 'positive', 'score': 0.006731435}]","['staff treatment', 'cold beer']",['beer']
D9 al Poblenou,"very good food, excellent ipa beer","[{'label': 'positive', 'score': 0.9840105}, {'label': 'neutral', 'score': 0.0112534}, {'label': 'negative', 'score': 0.0047360486}]",['ipa beer'],['beer']
D9 al Poblenou,nice beer pong tournament. good people and good athmosphere.,"[{'label': 'positive', 'score': 0.9838869}, {'label': 'neutral', 'score': 0.01270921}, {'label': 'negative', 'score': 0.003403911}]",['beer pong tournament'],['beer']
D9 al Poblenou,nice café especially on tuesday’s when there is a beer pong tournament!,"[{'label': 'positive', 'score': 0.97625834}, {'label': 'neutral', 'score': 0.021970928}, {'label': 'negative', 'score': 0.001770733}]","['café', 'beer pong tournament']",['beer']
D9 al Poblenou,"coolest vibe. beer pong tournaments, cheap drinks and reeeeeally nice tapas!!","[{'label': 'positive', 'score': 0.98609495}, {'label': 'neutral', 'score': 0.011045571}, {'label': 'negative', 'score': 0.0028595098}]","['tapas', 'beer pong tournaments', 'cheap drinks']",['beer']
D9 al Poblenou,staff is friendly. drinks are not bad. beer is good. music is really good. good spacey all around bar with decent food.,"[{'label': 'positive', 'score': 0.9662901}, {'label': 'neutral', 'score': 0.027470345}, {'label': 'negative', 'score': 0.0062395693}]","['y all around bar', 'beer', 'music']",['beer']
D9 al Poblenou,good ambience and service. music is okay. mostly regular estrella beer. a slight bit expensive compared to other places.,"[{'label': 'positive', 'score': 0.92062014}, {'label': 'neutral', 'score': 0.0682033}, {'label': 'negative', 'score': 0.0111765135}]","['estrella beer', 'music']",['beer']
D9 al Poblenou,"perfect place to have tapas, beer and a spanish experience.","[{'label': 'positive', 'score': 0.97211}, {'label': 'neutral', 'score': 0.025173802}, {'label': 'negative', 'score': 0.0027162204}]","['tapas', 'beer']",['beer']
Raven," very affordable prices, but i didn't like the place itself. there are no chairs as such, since they are beer crates, and the bathroom leaves something to be desired.the atmosphere is not bad, but it closes around 3 in the morning.","[{'label': 'negative', 'score': 0.8819866}, {'label': 'neutral', 'score': 0.10906822}, {'label': 'positive', 'score': 0.008945223}]",['beer crates'],['beer']
Raven, the only place to drink imported beers if you go out to poblenou. there is not much atmosphere. maybe with less light and adequate glasses it improved.,"[{'label': 'negative', 'score': 0.7347789}, {'label': 'neutral', 'score': 0.24850291}, {'label': 'positive', 'score': 0.016718246}]",['imported beers'],['beer']
Raven," the former owners made the place a wonderful place to enjoy metal and imported beers.now they have tried to keep it but it is not what it was, at least they have gulden draak.","[{'label': 'positive', 'score': 0.5012324}, {'label': 'neutral', 'score': 0.3663297}, {'label': 'negative', 'score': 0.1324379}]",['imported beers'],['beer']
Restaurant Cantero,lovely little restaurant with seating inside or outside. there’s no menu but the options were explained in detail. the staff were very welcoming and the food was delicious. we loved the local beer options including a gluten free one.,"[{'label': 'positive', 'score': 0.9861137}, {'label': 'neutral', 'score': 0.010804013}, {'label': 'negative', 'score': 0.0030823108}]",['beer'],['beer']
Restaurant Cantero,"what an excellent place! found it thanks to the high rating on google maps (see it does work!) and spent a bit of time talking to the owner about what to eat and what was in all the food (i’ve never had venezuelan food and i don’t speak spanish as well as being a cheese hating freak), and he was so patient and friendly and even offered to put something together to suit my tastes.

great beer, great food, a really awesome owner somehow seeming to do everything himself (have a little patience) and","[{'label': 'positive', 'score': 0.9628012}, {'label': 'neutral', 'score': 0.029709674}, {'label': 'negative', 'score': 0.0074891057}]","['venezuelan food', 'google maps', 'beer']",['beer']
Restaurant Cantero,"the homemade food (rice, meat, beans) is simple and just perfect for a supper. great beers, perfect sangria and a very nice host. definitely a place to visit!","[{'label': 'positive', 'score': 0.98803955}, {'label': 'neutral', 'score': 0.009127372}, {'label': 'negative', 'score': 0.0028330735}]","['beers', 'sangria']",['beer']
Restaurant Cantero,"i just love it there, there's an interesting selection of beers (the list is being updated quite frequently), and the owners are fantastic. very nice home-made food if you're hungry too!","[{'label': 'positive', 'score': 0.98989326}, {'label': 'neutral', 'score': 0.007158474}, {'label': 'negative', 'score': 0.0029482755}]",['beers'],['beer']
Restaurant Cantero,their arepas are *amazing* and the tequeños are little parcels of love. nice selection of beer. and super-friendly!,"[{'label': 'positive', 'score': 0.9879659}, {'label': 'neutral', 'score': 0.007875496}, {'label': 'negative', 'score': 0.004158589}]","['tequeños', 'beer', 'arepas']",['beer']
Restaurant Cantero,"excellent beer, lovely people and delicious food","[{'label': 'positive', 'score': 0.98348135}, {'label': 'neutral', 'score': 0.011739777}, {'label': 'negative', 'score': 0.004778851}]",['beer'],['beer']
Restaurant Mas Vell," fast service but very little value for money, beer grande is media, bread in advance 3 slices to share with 3 people, pasta half plate with sauce with almost no taste, not all staff are friendly and at checkout it took 5 minutes for the cash register worked.","[{'label': 'negative', 'score': 0.90645623}, {'label': 'neutral', 'score': 0.08465797}, {'label': 'positive', 'score': 0.008885851}]","['beer grande', 'cash register']",['beer']
Restaurant Mas Vell, there were free tables and we were seated in a corner next to the toilets. very good pizzas and hamburgers. we will not return because we were not comfortable,"[{'label': 'positive', 'score': 0.8774144}, {'label': 'neutral', 'score': 0.09201186}, {'label': 'negative', 'score': 0.030573701}]","['pizzas', 'free tables', 'hamburgers']",['hamburger']
Restaurant Mas Vell, very cool place. we have ordered two paellas and a hamburger and everything was great!!,"[{'label': 'positive', 'score': 0.9894963}, {'label': 'neutral', 'score': 0.007719315}, {'label': 'negative', 'score': 0.002784417}]","['paellas', 'hamburger']",['hamburger']
Bar Restaurant La Cerdanya, good beer,"[{'label': 'positive', 'score': 0.8722189}, {'label': 'neutral', 'score': 0.107352406}, {'label': 'negative', 'score': 0.020428697}]",['beer'],['beer']
Ceferino," spanish music, beer, good atmosphere","[{'label': 'positive', 'score': 0.93711054}, {'label': 'neutral', 'score': 0.059555154}, {'label': 'negative', 'score': 0.0033342498}]","['spanish music', 'beer']",['beer']
Fills de Caín," place to have a few beers, play table football and maybe listen to a good song from time to time. 1/2 liter beers at €4 and liter beers at €7","[{'label': 'positive', 'score': 0.654096}, {'label': 'neutral', 'score': 0.3382465}, {'label': 'negative', 'score': 0.007657523}]","['table football', 'liter beers']",['beer']
El Mascardi, cold beer and air conditioning,"[{'label': 'positive', 'score': 0.5072633}, {'label': 'neutral', 'score': 0.47378}, {'label': 'negative', 'score': 0.018956734}]","['cold beer', 'air conditioning']",['beer']
El Mascardi, excellent loin sandwiches with cheese and beer at a good price,"[{'label': 'positive', 'score': 0.9696221}, {'label': 'neutral', 'score': 0.027712291}, {'label': 'negative', 'score': 0.0026655784}]","['loin sandwiches', 'beer', 'cheese']",['beer']
El Primer Cafe,"beers are cheap, but the food is not good consistently. the bathrooms upstairs are like entering a sauna in the summer.","[{'label': 'negative', 'score': 0.9278481}, {'label': 'neutral', 'score': 0.065322764}, {'label': 'positive', 'score': 0.0068291337}]","['beers', 'food']",['beer']
Coiot (Coyote), expired beer for 6 euros and the dirtiest pool table in barcelona.,"[{'label': 'negative', 'score': 0.9042528}, {'label': 'neutral', 'score': 0.08582568}, {'label': 'positive', 'score': 0.009921505}]",['expired beer'],['beer']
Airbar,"extremely cheap place with a large variety of long drinks and shots. the place serves shots from 1 euro to 3 euros. a pint of beer is 3 euros and service is quite fast. there were not many places to sit, as the place was full, which is a good indicator of its popularity. it is full of young people, on average 20 years old. i would say it is a good place to start the night","[{'label': 'positive', 'score': 0.92667574}, {'label': 'neutral', 'score': 0.06832202}, {'label': 'negative', 'score': 0.00500224}]",['beer'],['beer']
Airbar,very cheap alcohol and good music. but i would appreciate some chairs (you have plastic beer boxes instead).,"[{'label': 'positive', 'score': 0.89705366}, {'label': 'neutral', 'score': 0.0913429}, {'label': 'negative', 'score': 0.011603446}]",['plastic beer boxes'],['beer']
Airbar," one of the many bars in the marina area, perfect for an early evening before going dancing.airbar offers cocktails and shots at really low prices, shots starting from €1 and one-litre cocktails for €5!obviously you shouldn't expect either quality or too much attention to the interior. in fact, the place has two floors (with a mezzanine) with many tables and beer crates instead of chairs.i recommend it to people without too many expectations.good","[{'label': 'positive', 'score': 0.9506621}, {'label': 'neutral', 'score': 0.04555601}, {'label': 'negative', 'score': 0.00378186}]","['airbar', 'marina area', 'beer crates']",['beer']
Airbar, good place to have some beers and a wide variety of shots,"[{'label': 'positive', 'score': 0.89275444}, {'label': 'neutral', 'score': 0.100918196}, {'label': 'negative', 'score': 0.0063273837}]",['beers'],['beer']
Airbar, they have increased the liter of estrella from €5 to €7. there's no point in going anymore. nothing justifies sitting on broken beer boxes anymore.,"[{'label': 'negative', 'score': 0.89023936}, {'label': 'neutral', 'score': 0.10038523}, {'label': 'positive', 'score': 0.009375396}]","['rella', 'broken beer boxes']",['beer']
Bar Cap Problema,"i stopped by for a sandwich and a beer and i was not disappointed. staff was polite and quick to serve. sandwich was delicious and beer served in an ice cold glass. i got the chicken sandwich with everything which includes persian pickles i like very much  for 6 euros the sandwich was a steal and would definitely go back. some outside seating as well which added nicely to the experience.  good for anyone on a budget or looking for tasty sandwiches and cold beers.

update: added picture (sorry i ","[{'label': 'positive', 'score': 0.9757269}, {'label': 'neutral', 'score': 0.020705936}, {'label': 'negative', 'score': 0.00356717}]","['persian pickles', 'chicken sandwich', 'outside seating', 'beer']",['beer']
A Taberna Galega, very good sandwiches and good beer,"[{'label': 'positive', 'score': 0.96949536}, {'label': 'neutral', 'score': 0.023569703}, {'label': 'negative', 'score': 0.00693499}]","['sandwiches', 'beer']",['beer']
GOMMALACCA Social Club," good space, incredible terrace, quality products.and the boy at the bar is a sun!the craft beers are also from the neighborhood 5/5 i will return","[{'label': 'positive', 'score': 0.9810082}, {'label': 'neutral', 'score': 0.014574523}, {'label': 'negative', 'score': 0.0044173207}]",['craft beers'],['beer']
GOMMALACCA Social Club," very particular place, underground in a very modern neighborhood.... good live music, top local craft beers, you feel like family, found it like this by chance and like it even more","[{'label': 'positive', 'score': 0.97855544}, {'label': 'neutral', 'score': 0.01722412}, {'label': 'negative', 'score': 0.004220427}]","['good live music', 'top local craft beers']",['beer']
GOMMALACCA Social Club," excellent, the homemade pizzas are delicious and the craft beers.the treatment and very friendly staff. i recommend","[{'label': 'positive', 'score': 0.9879516}, {'label': 'neutral', 'score': 0.008139403}, {'label': 'negative', 'score': 0.0039089746}]","['homemade pizzas', 'craft beers']",['beer']
GOMMALACCA Social Club," beautiful place, the beer is delicious, and best of all the people who work there!!!don't miss out on the experience :)","[{'label': 'positive', 'score': 0.98889905}, {'label': 'neutral', 'score': 0.007752022}, {'label': 'negative', 'score': 0.0033489899}]",['beer'],['beer']
GOMMALACCA Social Club, great local! very good music and very good homemade beer! they have a large garden where you can comfortably enjoy a beer! highly recommended,"[{'label': 'positive', 'score': 0.9904648}, {'label': 'neutral', 'score': 0.00722356}, {'label': 'negative', 'score': 0.0023116758}]","['homemade beer', 'music']",['beer']
GOMMALACCA Social Club, for me one if not the best. place to drink craft beer and listen to good music. in barcelona. pere iv 93. i wish everyone like him,"[{'label': 'positive', 'score': 0.96649265}, {'label': 'neutral', 'score': 0.027234722}, {'label': 'negative', 'score': 0.0062726988}]",['craft beer'],['beer']
GOMMALACCA Social Club," cultural venue, good beer, sophisticated atmosphere","[{'label': 'positive', 'score': 0.9188342}, {'label': 'neutral', 'score': 0.07458018}, {'label': 'negative', 'score': 0.0065856357}]","['sophisticated atmosphere', 'beer', 'cultural venue']",['beer']
THE BLACK SHEEP CRAFT TAVERN,"lively beer hall down the street from razzmatazz. younger crowd, big groups, and lots of birthdays. great way to get the night going. short lines and lots of seating.","[{'label': 'positive', 'score': 0.9725628}, {'label': 'neutral', 'score': 0.024777725}, {'label': 'negative', 'score': 0.0026594826}]","['razzmatazz', 'beer hall']",['beer']
La Caleta de Gràcia,"i enjoyed the ambience, the staff served us really well and the food was good. i ordered the menu del dia (daily combo) with paella, bread, beer and ice cream, and the price was cheap (7-10€). i felt really catalan eating there.","[{'label': 'positive', 'score': 0.9789458}, {'label': 'neutral', 'score': 0.017691694}, {'label': 'negative', 'score': 0.00336251}]","['bread', 'ice cream', 'beer', 'paella']",['beer']
Taberna del Cura,"we were recommended to come here by the hotel we're staying at. maybe they get a commission because it was terrible. the service was fine and the ambience was ok but the food was terrible. it was tasteless and swimming in olive oil. we had crystal bread - sloppy and tasteless, grilled vegetables and goat cheese - all cold and tasted like they came out of a jar. the tortilla was passable. the tap beer (st miguel) was as expected but cost €10 for a half a litre!

with plenty of good places to eat ","[{'label': 'negative', 'score': 0.7974628}, {'label': 'neutral', 'score': 0.16834898}, {'label': 'positive', 'score': 0.034188215}]","['grilled vegetables', 'tortilla', 'tap beer', 'crystal bread', 'goat cheese', 'food']",['beer']
Taberna del Cura,"food was ok.
but we were really disappointed with the fact that we were charged for a draft beer - 10 euro. the beer was not on the menu, still it was available when asking. but the fact that one beer costs 10 euro was conveniently left aside.
on average, in this area a beer costs roughly 4-5 euro.","[{'label': 'negative', 'score': 0.77578634}, {'label': 'neutral', 'score': 0.20139389}, {'label': 'positive', 'score': 0.02281976}]",['draft beer'],['beer']
Taberna del Cura,"good food, fast service, nice atmosphere. the only downside was that a draft beer was 10eur (it's usually 5-6eur). the beer was not in the menu, so we could not see the price.","[{'label': 'negative', 'score': 0.35646778}, {'label': 'neutral', 'score': 0.3362918}, {'label': 'positive', 'score': 0.30724046}]",['draft beer'],['beer']
Bar Virreina,good bar. beer was cold and tapas were nice.,"[{'label': 'positive', 'score': 0.96859944}, {'label': 'neutral', 'score': 0.026532993}, {'label': 'negative', 'score': 0.004867503}]","['tapas', 'beer']",['beer']
Bar Virreina," the decline of gràcia. beer at €4.50you can go mud grazing. if i say what i think, they don't publish my comment.","[{'label': 'negative', 'score': 0.7270827}, {'label': 'neutral', 'score': 0.26034734}, {'label': 'positive', 'score': 0.012569921}]","['gràcia', 'beer']",['beer']
Bar Virreina," we had some beers and some hot sandwiches, loin and chicken. highly recommended, the beer is very cold and the food is delicious. very friendly service, very happy atmosphere in the square. thank you!!","[{'label': 'positive', 'score': 0.9874636}, {'label': 'neutral', 'score': 0.009701909}, {'label': 'negative', 'score': 0.0028344588}]",['beer'],['beer']
Bar Virreina," very friendly bar with very good beer, and very friendly waiters","[{'label': 'positive', 'score': 0.9806308}, {'label': 'neutral', 'score': 0.015086532}, {'label': 'negative', 'score': 0.0042826636}]","['waiters', 'beer']",['beer']
Bar Virreina," beautiful place, correct service, somewhat high coffee prices (but acceptable considering the area) and crazy beer prices!!a beer, 25 cl (inside the premises)... €4.50!!!i honestly thought there was a hidden camera","[{'label': 'positive', 'score': 0.9638515}, {'label': 'neutral', 'score': 0.029071756}, {'label': 'negative', 'score': 0.007076672}]","['hidden camera', 'coffee prices', 'crazy beer prices']",['beer']
Heliogàbal," clearly, one of the most magical places in gràcia. not only because emblematic groups have played there when they were not yet known, such as manel or amics de les arts, but because even today interesting groups or singers appear there. the beer is not very expensive and the only problem is the limited capacity due to covid","[{'label': 'positive', 'score': 0.95988446}, {'label': 'neutral', 'score': 0.033426862}, {'label': 'negative', 'score': 0.0066886293}]","['emblematic groups', 'covid', 'gràcia', 'beer']",['beer']
Heliogàbal, good place to listen to live music and drink craft beer.,"[{'label': 'positive', 'score': 0.9054725}, {'label': 'neutral', 'score': 0.09143718}, {'label': 'negative', 'score': 0.0030903402}]",['craft beer'],['beer']
Heliogàbal," soporific and soporific music. it makes me want to cut my wrists. the beer is good. according to a colleague, this used to be cool. if those","[{'label': 'positive', 'score': 0.57767755}, {'label': 'neutral', 'score': 0.22437298}, {'label': 'negative', 'score': 0.19794945}]","['beer', 'sopor']",['beer']
