place_name,vader_score,topic,text,unique_topic_words
A Taberna Galega,0.042575,"[{'local antagonist': 0.015154228, 'mojo touch': 0.01515382, 'wonder special mention': 0.01515325}, {'sandwich': 0.0151570225, 'authentic wonder': 0.0151569415, 'ham': 0.015156349}, {'mojo': 0.015164521, 'close local': 0.015162474, 'ham authentic wonder': 0.015158801}]"," the best bcn sandwiches, lacon with brie, cooked ham... authentic wonders, at a price without competition, special mention to the homemade hot sauce, something similar to red mojo but with the touch of the house, good coffee and fast service , friendly and close, the local antagonist of large chains, a small but cozy place.","['close', 'ham', 'mention', 'local', 'wonder', 'touch', 'antagonist', 'special', 'sandwich', 'authentic', 'mojo']"
A Taberna Galega,0.0,"[{'home': 0.083334595, 'cheap cook home': 0.08333456, 'long simple': 0.08333423}, {'simple cheap cook': 0.08335082, 'simple': 0.08333943, 'long simple cheap': 0.08333821}, {'cook': 0.08339719, 'long': 0.083367035, 'cook home': 0.08335866}]"," i've been going back a long time. simple and cheap menu. now i don't go as much, i cook more at home.","['home', 'cheap', 'cook', 'simple', 'long']"
A Taberna Galega,0.0052799999999999,"[{'minute': 0.06542805, 'slow girl': 0.037388325, 'lunch': 0.037386406}, {'slow': 0.03846276, 'bar': 0.03846253, 'minute lunch minute': 0.038462445}, {'minute': 0.038549207, 'minute score': 0.03848185, 'serve slow girl': 0.038475156}]"," i have 30 minutes to have lunch, 10 minutes to score, and another 10 to serve, very slow and unfriendly, especially the girl at the bar who is when you have to give a good image.","['lunch', 'bar', 'score', 'slow', 'girl', 'serve', 'minute']"
A Taberna Galega,0.0646818181818181,"[{'average staff little': 0.047630288, 'staff little': 0.047628194, 'staff little desire': 0.04762318}, {'average staff': 0.047657833, 'smile lunch urge': 0.047656674, 'staff': 0.04763489}, {'little desire': 0.047619477, 'smile lunch': 0.04761945, 'desire smile': 0.047619354}]"," average food, staff with very little desire to smile, on the lunch menu they almost urge you to leave.","['lunch', 'staff', 'little', 'urge', 'average', 'desire', 'smile']"
A Taberna Galega,0.1017333333333333,"[{'octopus delicious': 0.09091089, 'octopus': 0.090910636, 'delicious fault': 0.09091038}, {'delicious': 0.1490215, 'tripe delicious fault': 0.08509837, 'octopus delicious tripe': 0.08509814}, {'fault': 0.09091163, 'delicious tripe delicious': 0.09091122, 'tripe': 0.090910345}]"," they make a very good octopus and some delicious tripe, very delicious faults.","['delicious', 'fault', 'octopus', 'tripe']"
A Taberna Galega,0.0209,"[{'risk': 0.055597074, 'terrace risk': 0.055572774, 'table': 0.055572268}, {'seat': 0.055559393, 'close workplace table': 0.05555932, 'workplace': 0.0555589}, {'table book': 0.055556353, 'risk seat': 0.05555604, 'book terrace': 0.055556025}]"," close to the workplace, few tables, better book for the terrace or you risk not having a seat","['close', 'terrace', 'seat', 'book', 'workplace', 'risk', 'table']"
A Taberna Galega,0.12738,"[{'area': 0.16666828, 'oldest': 0.16666827, 'bar area oldest': 0.16666742}, {'area oldest': 0.16667151, 'bar': 0.16666888, 'bar area': 0.16666874}, {'area oldest': 0.16667157, 'bar area': 0.1666676, 'bar': 0.16666748}]", it is the best bar in the area and one of the oldest,"['area', 'bar', 'oldest']"
A Taberna Galega,0.17755,"[{'sandwich': 0.16668817, 'sandwich cheap tripe': 0.16668086, 'cheap tripe': 0.16666438}, {'tripe': 0.16675451, 'sandwich cheap': 0.16669622, 'cheap': 0.16668293}, {'cheap tripe': 0.16667125, 'tripe': 0.16666856, 'sandwich cheap tripe': 0.16666701}]"," very good food and sandwiches and cheap tripe, great","['sandwich', 'cheap', 'tripe']"
A Taberna Galega,0.056575,"[{'mediocre': 0.16666752, 'worth': 0.16666707, 'worth mediocre': 0.16666701}, {'cheap worth mediocre': 0.16666879, 'worth mediocre': 0.16666706, 'cheap': 0.16666695}, {'cheap': 0.16666932, 'cheap worth': 0.16666882, 'cheap worth mediocre': 0.16666727}]"," the menu is cheap, but not worth it. mediocre.","['cheap', 'mediocre', 'worth']"
A Taberna Galega,0.1776333333333333,"[{'attention': 0.33334827, 'quality attention': 0.333334, 'quality': 0.33331776}, {'quality': 0.33334535, 'quality attention': 0.33333582, 'attention': 0.3333189}, {'attention': 0.33337474, 'quality attention': 0.33332318, 'quality': 0.3333021}]"," excellent price quality, very friendly service and attention.","['attention', 'quality']"
A Taberna Galega,0.0953166666666666,"[{'bar delicious': 0.16666771, 'bar': 0.16666742, 'exceptional': 0.16666737}, {'delicious exceptional': 0.16667406, 'bar delicious': 0.16666694, 'bar': 0.16666664}, {'delicious exceptional': 0.16667174, 'delicious': 0.16667004, 'exceptional': 0.16666703}]"," homemade food bar, very delicious and exceptional service","['delicious', 'bar', 'exceptional']"
A Taberna Galega,0.1468,"[{'sandwich': 0.33335495, 'sandwich beer': 0.33332822, 'beer': 0.33331686}, {'sandwich': 0.33335072, 'beer': 0.33332902, 'sandwich beer': 0.33332026}, {'beer': 0.33333862, 'sandwich beer': 0.333338, 'sandwich': 0.33332333}]", very good sandwiches and good beer,"['sandwich', 'beer']"
A Taberna Galega,0.1101,"[{'quality': 0.33333546, 'correct': 0.33333504, 'quality correct': 0.33332953}, {'quality': 0.3333363, 'correct': 0.33333513, 'quality correct': 0.33332863}, {'quality correct': 0.3333556, 'correct': 0.33332473, 'quality': 0.3333197}]", good quality and correct price.,"['correct', 'quality']"
A Taberna Galega,0.28595,"[{'delicious': 0.3333445, 'sandwich': 0.33333537, 'delicious sandwich': 0.33332017}, {'delicious sandwich': 0.33335376, 'sandwich': 0.3333311, 'delicious': 0.33331516}, {'delicious sandwich': 0.33336425, 'sandwich': 0.33332765, 'delicious': 0.3333081}]", very delicious sandwiches,"['delicious', 'sandwich']"
A Taberna Galega,0.1468,, good food at a good price.,[None]
A Taberna Galega,0.1060666666666666,"[{'quality': 0.33352765, 'acceptable': 0.33338457, 'acceptable quality': 0.3330878}, {'acceptable': 0.33335263, 'quality': 0.33334556, 'acceptable quality': 0.3333018}, {'acceptable quality': 0.33340457, 'acceptable': 0.33331522, 'quality': 0.33328024}]", acceptable price quality,"['quality', 'acceptable']"
A Taberna Galega,-0.119175,"[{'worse': 0.11111297, 'treatment': 0.11111171, 'sandwich worse': 0.111111626}, {'regular sandwich': 0.11111365, 'regular': 0.11111336, 'regular sandwich worse': 0.11111273}, {'sandwich worse treatment': 0.111114085, 'regular sandwich': 0.11111273, 'regular sandwich worse': 0.11111176}]", regular sandwich and worse treatment,"['sandwich', 'regular', 'treatment', 'worse']"
A Taberna Galega,-0.4404,"[{'dirty': 1.0}, {'dirty': 1.0}, {'dirty': 1.0}]", very dirty =(,['dirty']
Airbar,0.027790909090909,"[{'full': 0.013908549, 'shot': 0.013902187, 'euro': 0.013900185}, {'euro': 0.023571156, 'full': 0.023567708, 'shot': 0.023567475}, {'shot': 0.013917373, 'full': 0.013910044, 'euro': 0.013904241}]","extremely cheap place with a large variety of long drinks and shots. the place serves shots from 1 euro to 3 euros. a pint of beer is 3 euros and service is quite fast. there were not many places to sit, as the place was full, which is a good indicator of its popularity. it is full of young people, on average 20 years old. i would say it is a good place to start the night","['full', 'shot', 'euro']"
Airbar,0.0396268292682926,"[{'drink': 0.021805929, 'meet': 0.021805845, 'check': 0.021803994}, {'meet': 0.012830961, 'check': 0.0128308125, 'drink': 0.012830562}, {'check': 0.012854778, 'drink': 0.012847088, 'meet': 0.012847042}]","if you’re a foreigner looking to meet new people from across the globe, this bar is the best place to go check out.

my friends and i always go here and we always manage to meet someone new every time.

the drinks are decent price, shots are 1€ and drinks can range from €4-7

it can get pretty packed though and you may have to end up standing if you come too late.

overall go check this place out! it is quite close to wolf club and razzmatazz","['check', 'drink', 'meet']"
Airbar,0.1994666666666666,"[{'cheap delicious': 0.16667376, 'drink': 0.16666803, 'cheap': 0.16666767}, {'cheap': 0.16667487, 'delicious': 0.16667104, 'cheap delicious': 0.1666704}, {'drink': 0.1667002, 'delicious drink': 0.16669385, 'cheap delicious drink': 0.16667524}]",great place to get cheap and delicious drinks,"['delicious', 'drink', 'cheap']"
Airbar,0.0454571428571428,"[{'full young drink': 0.06666696, 'full': 0.06666695, 'drink cheap': 0.06666695}, {'young drink cheap': 0.066667624, 'bar full young': 0.06666751, 'bar full': 0.066667184}, {'cool': 0.06666748, 'bar full': 0.066667385, 'cheap': 0.06666735}]",cool bar! full of young people and the drinks are cheap.,"['drink', 'bar', 'full', 'cheap', 'young', 'cool']"
Airbar,0.0060933333333333,"[{'cheapest unhealthiest': 0.013895022, 'despite mild': 0.013893162, 'mild lack': 0.0138930045}, {'checking despite': 0.013893739, 'price': 0.013893588, 'despite': 0.01389323}, {'price night': 0.013891353, 'checking': 0.013890898, 'football': 0.013890827}]","near to discos and other famous bars like this, it has a lot to offer - table football, low sitting and young ambience. unfortunately, the alcohol is one of the cheapest, unhealthiest kind. it has reasonable prices for a night out in barcelona, though, so it is worth checking out despite its mild lack of hygiene","['cheapest', 'despite', 'checking', 'night', 'football', 'mild', 'price', 'unhealthiest', 'lack']"
Airbar,0.0796105263157894,"[{'feel': 0.025649924, 'budget look': 0.025649361, 'drink friend price': 0.0256488}, {'price cool kind': 0.025645439, 'cool kind': 0.025643514, 'however': 0.025643388}, {'friend price cool': 0.025655532, 'friend price': 0.025654314, 'kind low budget': 0.02564751}]","once you go inside, you'll feel a bit weird with the decor, however it's a great place to go have a drink with your friends! great prices, cool kind of intentionally low budget look!","['drink', 'look', 'budget', 'feel', 'cool', 'price', 'however', 'friend', 'low', 'kind']"
Airbar,0.0656727272727272,"[{'ready sweat pig': 0.055564135, 'pig': 0.055562697, 'air conditioner': 0.05556168}, {'sweat pig': 0.0556007, 'cheaper': 0.055573456, 'razzmatazz air conditioner': 0.0555679}, {'sweat pig': 0.055557117, 'cheaper razzmatazz air': 0.05555621, 'cheaper': 0.05555618}]","cheaper place to go before razzmatazz, but there is only 1 air conditioner... so, be ready to sweat like a pig.","['pig', 'cheaper', 'ready', 'conditioner', 'air', 'razzmatazz', 'sweat']"
Airbar,0.1334499999999999,"[{'cheerful healthy mix': 0.04765307, 'healthy mix local': 0.047644824, 'rowdy cheerful': 0.04764438}, {'rowdy cheerful': 0.04761975, 'cheerful healthy': 0.04761966, 'mix local foreigner': 0.04761934}, {'rowdy': 0.047628254, 'cheap drink rowdy': 0.047624957, 'healthy mix': 0.04762491}]","if you like surprisingly cheap drinks and a rowdy cheerful athmosphere, this is your place. healthy mix of locals and foreigners.","['drink', 'rowdy', 'mix', 'healthy', 'local', 'cheap', 'foreigner', 'cheerful']"
Airbar,-0.04019,"[{'bar drink': 0.055637524, 'seated box': 0.05562963, 'box': 0.055627696}, {'box wait bar': 0.055581287, 'wait bar drink': 0.055563763, 'box wait': 0.055561967}, {'wait': 0.055582207, 'wait bar': 0.055569015, 'small crowded': 0.055565894}]","small place, always crowded. we're uncomfortably seated in boxes and had to wait on the bar for our drinks.","['crowded', 'drink', 'bar', 'small', 'box', 'wait', 'seated']"
Airbar,0.0765727272727272,"[{'cheap alcohol': 0.04167242, 'music': 0.041670762, 'appreciate chair plastic': 0.04167075}, {'box instead': 0.04170054, 'cheap': 0.041681223, 'beer box instead': 0.041680504}, {'appreciate chair': 0.041667134, 'music appreciate chair': 0.04166712, 'box instead': 0.041667003}]",very cheap alcohol and good music. but i would appreciate some chairs (you have plastic beer boxes instead).,"['alcohol', 'music', 'cheap', 'box', 'beer', 'appreciate', 'instead', 'plastic', 'chair']"
Airbar,-0.0100666666666666,"[{'music decor cant': 0.04167153, 'rating cheap': 0.041670043, 'saw': 0.041669738}, {'music': 0.04168735, 'music decor': 0.041677244, 'cant rating cheap': 0.041676678}, {'saw cockroach ceiling': 0.041690774, 'saw cockroach': 0.04168753, 'cheap shot': 0.041679002}]","saw a cockroach on the ceiling, but the music and decor is nice. can't give a bad rating for cheap shots.","['shot', 'cant', 'music', 'cheap', 'cockroach', 'rating', 'ceiling', 'decor', 'saw']"
Airbar,0.0629142857142857,"[{'price': 0.11111403, 'inside cheap price': 0.11111244, 'bar inside cheap': 0.111111954}, {'price': 0.11111385, 'bar inside': 0.111112796, 'cheap': 0.1111125}, {'cheap price': 0.111112185, 'inside': 0.11111203, 'bar': 0.11111179}]","really good bar, really big inside, cheap prices.","['price', 'inside', 'cheap', 'bar']"
Airbar,-0.05735,"[{'awful drink': 0.043479256, 'bar awful': 0.043478638, 'teenager bar': 0.043478634}, {'awful': 0.07370604, 'bar awful sound': 0.042106688, 'teenager': 0.042105574}, {'awful': 0.043486804, 'awful drink': 0.04348583, 'drink cheap one': 0.043484487}]",typical teenagers' bar with awful sound and awful drinks but very cheap ones.,"['drink', 'bar', 'one', 'teenager', 'cheap', 'sound', 'awful']"
Airbar,0.00702,"[{'drink staff': 0.11111362, 'cheap': 0.111113414, 'staff rude': 0.11111165}, {'staff': 0.11111194, 'cheap drink': 0.11111159, 'rude': 0.1111115}, {'drink': 0.111112416, 'drink staff': 0.11111209, 'cheap': 0.111111395}]",cheap drinks but the staff are pretty rude,"['cheap', 'rude', 'drink', 'staff']"
Airbar,0.0851,"[{'cheap shot drink': 0.083338924, 'talk': 0.083335534, 'shot drink': 0.083335154}, {'drink': 0.08334942, 'fun talk': 0.08334535, 'fun': 0.08334462}, {'shot': 0.08333521, 'drink fun': 0.08333431, 'cheap shot': 0.083334096}]","cheap shots and drinks, fun with a group to talk","['shot', 'drink', 'fun', 'cheap', 'talk']"
Airbar,0.0,,chupitos,[None]
Airbar,0.31845,,the best cubalitro,[None]
Airbar,0.0,,ueeeeee,[None]
Airbar,0.0,,🇦🇱number#1🇦🇱,[None]
Airbar,0.0,,chupitasssssoooo,[None]
Airbar,0.0160951219512195,"[{'cocktail': 0.01372477, 'shot': 0.013716216, 'interior fact two': 0.0137053905}, {'cocktail': 0.013707269, 'shot': 0.013707256, 'marina': 0.013703009}, {'shot': 0.023491744, 'cocktail': 0.023489637, 'shot low price': 0.013425068}]"," one of the many bars in the marina area, perfect for an early evening before going dancing.airbar offers cocktails and shots at really low prices, shots starting from €1 and one-litre cocktails for €5!obviously you shouldn't expect either quality or too much attention to the interior. in fact, the place has two floors (with a mezzanine) with many tables and beer crates instead of chairs.i recommend it to people without too many expectations.good","['fact', 'shot', 'interior', 'two', 'cocktail', 'marina', 'price', 'low']"
Airbar,0.0734,"[{'shot': 0.11112201, 'variety': 0.111113995, 'wide': 0.111113496}, {'shot': 0.11111625, 'variety': 0.11111299, 'wide': 0.1111127}, {'wide variety': 0.1111132, 'beer wide variety': 0.11111238, 'variety shot': 0.11111228}]", good place to have some beers and a wide variety of shots,"['shot', 'beer', 'wide', 'variety']"
Airbar,0.0149538461538461,"[{'cant': 0.032561462, 'bathroom freshener': 0.018607076, 'put table together': 0.018606795}, {'cant': 0.018898362, 'ml cuban liter': 0.018882526, 'cant put': 0.018876016}, {'cant': 0.018886572, 'say cant speak': 0.018875629, 'put table': 0.018875493}]", they say that you can't speak too loudly and that you can't put tables together. there was no music. it's a good place to go for a drink and leave in the shortest time possible. smell of bathroom freshener hahahaha. €4 for a 500 ml cuban and €7 for a liter.,"['cant', 'liter', 'bathroom', 'put', 'ml', 'say', 'speak', 'table', 'cuban', 'together', 'freshener']"
Airbar,-0.0153599999999999,"[{'opinion': 0.020842016, 'lack little music': 0.020840473, 'bar opinion lack': 0.020839427}, {'opinion lack little': 0.020842113, 'price shot problem': 0.020840561, 'small large': 0.020838251}, {'becomes ordeal': 0.020854853, 'ordeal': 0.02085396, 'bar': 0.020849908}]"," it's not bad, it has good prices like the cubalitro at €5 and the shots at €1. the problem is that it gets very crowded and ordering becomes an ordeal since it is very small and a large mass of people gather in front of the bar. also, in my opinion, it would lack a little music to give the atmosphere.","['becomes', 'shot', 'opinion', 'bar', 'little', 'music', 'small', 'large', 'problem', 'price', 'ordeal', 'lack']"
Airbar,0.06004,"[{'doubt bar marina': 0.04167201, 'apart fact economical': 0.041670527, 'fact': 0.041670196}, {'marina preview': 0.0416761, 'economical': 0.041674, 'bar': 0.04167289}, {'marina preview': 0.04168919, 'employee': 0.04168662, 'apart fact': 0.04167895}]"," without a doubt the best bar in the marina to do the preview, apart from the fact that it is economical, all the employees are great 🫶🏻💕the shots are 1 euro","['fact', 'doubt', 'apart', 'employee', 'bar', 'economical', 'preview', 'marina']"
Airbar,0.0367842105263157,"[{'return': 0.028623445, 'id another': 0.028582085, 'let return thing': 0.028580867}, {'return': 0.048953794, 'thing pay': 0.027975215, 'music': 0.027974699}, {'return': 0.028608894, 'look forward return': 0.028581712, 'decent seat thank': 0.028581582}]"," let cubaliliters return to €5!!! the price was the only good thing, to pay €7 i'd go to another one with music and decent seats. thank you for what you were, i look forward to your return.","['forward', 'pay', 'look', 'seat', 'another', 'music', 'let', 'decent', 'return', 'thing', 'thank', 'id']"
Airbar,0.1112142857142857,"[{'tip': 0.06667316, 'drink fun': 0.0666718, 'tip drink fun': 0.066670775}, {'evening': 0.066673964, 'expensive tip': 0.06667229, 'bar': 0.06666888}, {'bar': 0.0666904, 'fun': 0.06668404, 'bar expensive tip': 0.066679105}]", really great! nice bar to pregame before going to the club.it's not expensive and the people are nice. tip: drink a lot because then you will have a more fun evening!,"['expensive', 'drink', 'bar', 'fun', 'tip', 'evening']"
Airbar,0.0648090909090909,"[{'price': 0.047623124, 'normal drink': 0.04762166, 'came saturday': 0.04762122}, {'came': 0.047624063, 'drink': 0.047622442, 'drink barcelona': 0.04762203}, {'night normal': 0.047631636, 'drink barcelona': 0.047631633, 'came': 0.047625914}]"," comfortable prices, i came on a saturday night and it was with normal service and all the drinks 💯👍 recommended in barcelona","['came', 'drink', 'night', 'price', 'barcelona', 'normal', 'saturday']"
Airbar,-0.0135666666666666,"[{'anymore': 0.053443745, 'increased': 0.030537099, 'liter there': 0.030536639}, {'anymore': 0.0312806, 'anymore nothing justifies': 0.031258326, 'nothing justifies sitting': 0.031256087}, {'anymore': 0.031261384, 'liter': 0.03125646, 'broken beer': 0.031256452}]", they have increased the liter of estrella from €5 to €7. there's no point in going anymore. nothing justifies sitting on broken beer boxes anymore.,"['increased', 'liter', 'broken', 'justifies', 'anymore', 'there', 'beer', 'nothing', 'sitting']"
Airbar,-0.0049187499999999,"[{'toilet': 0.0139040835, 'form': 0.013898136, 'time': 0.01389641}, {'toilet': 0.03367035, 'time': 0.023571292, 'toilet disgusting': 0.013469792}, {'toilet': 0.013947286, 'time': 0.013908692, 'end place sit': 0.013894518}]"," i have been there many times and had many good times. they have very good prices, there is an atmosphere and the workers do their job very well, but that's where it ends. always and there are a lot of people (too many), few places to sit due to the large number of people, the toilets are disgusting because people misuse them but not much is done about it either and in the case of the women's toilet, they should enable more toilets as they always form giant queues and waste a lot of time waiting","['end', 'toilet', 'place', 'form', 'disgusting', 'sit', 'time']"
Airbar,0.1296818181818182,"[{'product use price': 0.047624964, 'flavor quality product': 0.04762385, 'quality product': 0.047623474}, {'quality': 0.04763284, 'price': 0.047630094, 'use price': 0.047629397}, {'flavor quality': 0.0476384, 'product use': 0.047634795, 'quality': 0.04763204}]"," it is a place that has good dishes, with great flavors, good quality in the products they use and good prices, i will return, thank you","['quality', 'product', 'price', 'flavor', 'use']"
